Head Word,Date,Source,Author,Vol / Page,Edition,Quote,Notes
cab,"Feb 26, 1997",Norwester,,14,,"Mourvedrewasinitiallyusedtoaddcolourandaspinetonon-descriptblends;later,whenCabsandChardonnaybecamefashionable,itwasdowngraded.",
cab sav,"Sep 11, 1999",Listener (New Zealand Listener),,30,,"Distinguishedmakeroffinetawnytales,teachingushowwordsarebestbakedtogether...amightyCabSav.",
cab sav,Sep 1995,Cuisine,,52/60,,IfwinehadbeenpartoftheculturewhentheearlycolonialsarrivedabottleofCabSavwouldhavebeenevidenttoo!,
cab sav,2005,Watch of Gryphons,Owen Marshall,153,,"Wehavefinishedthewine,andIbuyabottleofAustraliancabsav.",
cab sav,"Nov 12, 1988",Listener (New Zealand Listener),,29,,"Now,insinuateyourmodernrugbyplayeratthattable,andhewouldhavelacedhiscabsavwithPerrier,stayed""focused"",andtalked""agents""and""endorsements""and""careermoves""withthebestofthem.",
cab sav,"Jul 3, 1999",Listener (New Zealand Listener),,49,,"JohnMcCrystal'sclever""OneStopShopping""offersthelatter-fourvideocassettes,aboxofcondoms,acourgette,abalaclava..abottleofcabsav,aspade,aroadmap,manyothermiscellaneousitems.",
cab sav,"Dec 28, 1996",Listener (New Zealand Listener),,39,,YouwrestlethecorkoutoftheCabSavyourbrothergaveyoulastChristmas.,
cabbage,1990,NZ Green,YSKA,159,,"Thefirstsignificanttheftsofchemicalsolventswerereportedasgrowersstartedprocessinglow-gradebulky""cabbage""cannabisleafintocannabisoil.",
cabbage boat,"Sep 26, 1987",Evening Post,,2,,"`Ithinkitisimportant,'hesaid,`thatpeoplegetaperspectiveofmeasnotsomeonethatcomesfromabackgroundofpinkgins,quicheandParnellbutsomeonewhohadtocomeuptheriverinacabbageboat.",
cabbage course,Jun 2004,North & South,,38,,"...potentialexamflunkersbeingwhippedoutofmainstreamcourseswithnowarningtotheirteachers,thenshuntedinto""achievementrecovery""totickboxesfor""cabbagecourse""
credits...<i>Ibid.</i>40CambridgeHighteachersalsoexpressconcernaboutpractices..suchasdeflectingstudentsfromNCEA'schallengingcoresubjectsinto""cabbagecourses""wheretheyarelesslikelytoregisterafailure.",
cabbage,1823,Journal,CRUISE,185,1957,Their[sc.Maori]generalfoodisthekoomera...;theindigenoustaro...;thecommonpotato;thecabbageplant;...[?notcabbage-tree],
cabbage,1853,Recollections (various authors/titles),POWER,341,,Cabbages(introducedbyCaptainCook)growwildoverthecountry.,
cabbage,1868,Past and Present of NZ,TAYLOR,291,,"[IntroducedbyCaptainCook]theturnip,aspeciesofturnipcabbage,soonbecamewildandspreadeverywhere,andisstillavaluableadditiontothestockofesculents,boththeleavesandrootareeaten,anditcannotbesaidtohavegreatlydeteriorated;...",
cabbage,1957,Journal,CRUISE,215,,"TheexcellentplantsleftbyCaptainCook,viz.cabbages,turnips,parsnips,carrots,etc.,etc.arestillnumerousbutverymuchdegenerated;andagreatpartofthecountryisoverrunwithcow-itch,whichthenativesgaveMarionthecreditforhavingleftamongthem.]",[1957 Bagnall in 1823 Cruise Journal (1957) 215
cabbage hat,1912,Castle Gay,FERGUSON,48,,Thecabbagehatandtheblousewerethen/Insigniasoftheflow'rofmen.,(The Diggers: check ?1897 edn]
cabbage hat,1933,"Press, The",,,,"TheseweremadeinAustraliawhenceboththenameandthearticlewereimported.BothhaddroppedoutofuseinNewZealandlongbeforethe'nineties,butIhaveheardoldhandsspeakofthem.(Morris1852<i>CabbageTreehat:</i>madeoutoftheleavesofthecabbagetree)",Acland;(a1890)
cabbage out,"Jul 17, 2003",Dominion Post,,A1,,"WhenCullenwashome""cabbagingout"",hewas""justanotherguy""inthevillage.",
cabbage palm,1777,Voyage Round the World,FORSTER,2/451,,"Inourramblesthroughthewoodsatthisplacewefoundatruecabbage-palm(<i>arecaoleracea</i>),ofthesamesortwhichwehadseenatNorfolkIsland.",
cabbage palm,1843,Travels in NZ,DIEFFENBACH,1/27,,"Hightree-ferns[fnCyatheamedullarisanddealbata.],withthecabbage-palm[fnArecasapida.],striketheeyeasthemostbeautifulformsofNewZealandvegetation.<i>Ibid.</i>I/223[?=nikau]Theyareintermingledwithfern-trees,especiallyCyatheamedullarisandCyatheadealbata;whilethecabbage-palm(Arecasapida)growsinthedeepestrecesses.",
cabbage palm,1847,Savage Life,ANGAS,1/263,,"Thehousesorhutsweremanyofthemthatchedwiththeleavesofthe<i>nikau,</i>orcabbage-palm(<i>arecasapida</i>);...<i>Ibid.</i>I/321Thetaro,...theheartofthenikau,orcabbage-palm(<i>arecasapida</i>)...areamongstthevegetableproductionswhichthey[sc.natives]useforthepurposesoffood.",
cabbage palm,"Mar 25, 1851",Richmond-Atkinson Papers,,1/79,,"[We]hadourfirstbushwalk[inNewPlymouth]overmattedrootsandstumpsamidsttreefern,cabbagepalm,supplejack,nottonamealonglistoftimbertrees.[probablyNIKAU]",(J.C. Richmond)
cabbage palm,1870,Martin's Bay Settlement,WHITWORTH,5,,,see chron notes ? c-treE
cabbage palm,"May 13, 1773","Resolution Journal of J.R. Forster, The",FORSTER,2/277,,"[?notnikau]...aninfinitevarietyofhightrees&shrubbery[inDuskyBay],amongwhichtheNew-ZeelandDragon-tree(<i>Dracaenaantarctica</i>)[ed.fn<i>Cordylineaustralis</i>]isveryremarkable;(<i>NB</i>OurSailorscalledthemthe
<i>Cabbage-palm</i>,butitisdifferent;thoughthemiddlemostleavesmaybeeaten&tastealmostlikesweetfreshAlmonds).",
cabbage palm,1777,Voyage Round the World,FORSTER,1/176,,"Thesetrees,however,werenotthetruecabbage-palms,nordidtheybelongatalltotheclassofpalms,...Theywereproperlyspeakinganewspeciesofdragon-trees,withbroadleaves(<i>dracaenaaustralis</i>)ofwhichthecentralshootwhenquitetender,tastessomethinglikeanalmond'skernel,withalittleoftheflavourofcabbage.",[?here not =nikau contrast 1777 cit. in 2. below: recheck thoroughly]
cabbage palm,1843,New Zealand (various authors/titles),DIEFFENBACH,1/27,,...cabbagepalm.,
cabbage palm,1857,New Zealand (various authors/titles),HURSTHOUSE,,,(And)[c-p]<i>Cordylineaustralis</i>,
cabbage palm,1868,Contributions to NZ Botany,LINDSAY,,,(And)<i>Cordylineaustralis</i>,
cabbage palm,1870,Martin's Bay Settlement,WHITWORTH,5,,"Thehillsriseveryrapidlyfromthecoast,beingthicklywoodedwithhini-hiniandotherscrub,flax,grass-tree,cabbage-palm,...",
cabbage palm,1888,Boy Travellers,KNOX,220,,Americanpineshavebeenintroducedandaredoingwell;theymakeapleasingcontrasttotheNewZealandwattle-treeandcabbage-palmandthefernswhichaboundeverywhere.,
cabbage palm,1898,Merriam-Webster Third International,,2019,,"<i>Cab.bage</i>
(k&abreve.b.bA.j),<i>n.[Add.]...Cabbagetree</i>,or<i>Cabbagepalm.(Bot.)...InNewZealand,theliliaceoustreeCordylineindivisa,</i>andotherspeciesof<i>Cordyline</i>.SeetheNoteunderTI.",
cabbage palm,1898,Austral English,MORRIS,75,,<i>CabbagePalm</i>...sameas<i>Cabbagetree</i>(I)(q.v.).,
cabbage palm,1900,Our Stolen Summer,BOYD,,,(And)[c-p]<i>Cordylineaustralis</i>,
cabbage palm,1904,"Maori Race, The",TREGEAR,224,,Theotherfibres...usedinmakinggarmentswerethoseoftheCabbagePalm(<i>ti</i>:Cordylinesp.)...,
cabbage palm,1934,Winds of Heaven,SCANLAN,58,,Treefernandcabbagepalmandclumpsoftoi-toigrew...aroundtheswimming-poolintheriver.,
cabbage palm,1938,"Godwits Fly, The",HYDE,32,1970,Andthecabbage-palmsandtree-fernspeoplegrewintheirbackyards-likebeastsinazoo-lookedcowedandsick.,
cabbage palm,1916,"NZ Association of Nurserymen, Trade Register",,,,(And)<i>Cordylineaustralis</i>-->1917DuncanandDaviesCatalogue(And)<i>Cordylineaustralis</i>,
cabbage palm,"Jun 2, 2001",Dominion,,14,,"TheEuropeansbegantoincludethesepalmheartsintheirotherwisebarrendietsandgavethesourcesthegeneralname""cabbagepalm"",alludingtoJamesCook'insistenceontheinclusionofcabbageinhiscrew'srationstostaveoffscurvy.",
cabbage palm tree,"Nov 20, 1769",Journal,PARKINSON,107,,"Theyalsosawseveralyoungcabbagepalm-trees,andanewspeciesofPardanus,orpalm-nut.",
cabbage palm tree,"Apr 24, 1773","Resolution Journal of J.R. Forster, The",FORSTER,2/265,,"Itwasveryremarkable,thatataconsiderableheighttheyfound3orfourCabbage-Palm-trees[[ed.fn]<i>Cordylineaustralis</i>Hookf.],oneofwhichtheycutdown&usedfortheirrefreshment.Theleavesofthistree,whichMr<i>Sparrman</i>preserved,werelostinthedangerous&hastydescent;...<i>Ibid.</i>II/270Wemetwithagreatmany
<i>Cabbage-palmtrees</i>,[<i>Cordylineaustralis</i>]astheywerecommonlycalledbyourSailors,butuponExaminationwefoundthemtobeakindof<i>Dragontree(Dracaena</i>Linn):forwemetwiththefruitandflowersofthem.",
cabbage palm tree,1838,New Zealand  (Polack),POLACK,1/67,,"...theguardian...pointedtoasmallbunchofhumanhairmadefasttoa<i>ti</i>,orcabbagepalm-tree,denotingthestrictnessofthetapu.<i>Ibid.</i>1/130...heinformedmethatbothfireandwaterwastapuedbythetohunga,orpriest,whowasbusyatpreparinganincantationneartheWai-tapu[a2-acute],situatedamongagroveofcabbagepalm-treeswithoutthefence.",
cabbage plant,"Apr 3, 1851",Richmond-Atkinson Papers,,1/83,,"...inmanyplacestheundergrowthconsistedofyoungtree[84]fernsandcabbageplants.manyofthefernsattainagreatheightbutthepalmsmorerarely,probablyfortheirbeingcutdownatacertainageforthesakeoftheheartoftheyoungstemwhichisverygoodtoeateitherraworcooked,beingsomethingbetweentheheartofacabbageandacocoanut.",(H.R. Richmond)
Cabbage Train,1998,Fay Richwhite's Railway,MILES,4,,"Eventhe1970sFridaySunday
Christchurch-DunedinExpressandtheBlenheimCabbageTrainwiththefadedgloriesofits1930'sarmchairsandcreaminteriorwerefarnearerthegreatageofrailthantheNorthernerorSoutherneroftoday.",
Cabbage Train,"Oct 30, 2004",Dominion Post,,A1,,"TheSouthIslandhaditsequivalents,includingthequaintlynamedCabbageTrainfromBlenheimtoChristchurchandthePerishablefromChristchurchtoGreymouth.",
cabbage train,"Oct 31, 1972",Dominion,,7,,"FrankAndrew,ofKelburn,telephonedtotellmehowthePicton-Christchurchexpressgotlumpedwiththename`TheCabbage'.HediscoveredtheexpressgoodstrainwassonicknamedbecauseitregularlydeliveredvegetablesfromMarlboroughtothehungrypeopleinChristchurch.",
cabbage tree,1867,New Zealand (various authors/titles),HOCHSTETTER,167,,[listoftreesfromTaylorNaturalHist1848](And),
cabbage tree,1891,Southern Cross Fairy Tale,CLARK,,,(And),
cabbage tree,1898,NZ Moths & Butterflies,HUDSON,,,(And),
cabbage tree,1898,Merriam-Webster Third International,,2019,,"<i>Cab.bage</i>
(k&abreve.b.bA.j),<i>n.[Add.]...Cabbagetree</i>,or<i>Cabbagepalm.(Bot.)...InNewZealand,theliliaceoustreeCordylineindivisa,andotherspeciesofCordyline</i>.SeetheNoteunderTI.",
cabbage tree,1902,My NZ Garden,WHITE,,,(And),
cabbage tree,1906,Plants of NZ,LAING & BLACKWELL,,,(And),
cabbage tree,1907,AJHR,COCKAYNE,C-8,,(And),Report on Botanical Survey of Kapiti Island
cabbage tree,1910,NZ Plants & Their Story,COCKAYNE,,,(And),
cabbage tree,1911,"Emu, The",,11/,,(And),
cabbage tree,1916,Dunedin Field Club Plant Catalogues,,,,(And),
cabbage tree,1919,NZ Plants & Their Story,COCKAYNE,,,(And),
cabbage tree,1921,Tutira,GUTHRIE-SMITH,,,(And),
cabbage tree,1924,"Cultivation of NZ Plants, The",COCKAYNE,,,(And),
cabbage tree,1947,Reeds' School Dictionary: NZ Suppl.,,173,,,
cabbage tree,1969,Standard Common Names for Weeds,,10,,<i>cabbagetree[s]Cordylineaustralis</i>(Forst.f.)Hook.f.,
cabbage tree,1982,Collins Concise English Dictionary,,152,,<i>cabbagetreen1.a.</i>atallpalm-likeornamentalNewZealandtree.,[1986 NZPOD 98; 1985 Collins NZ Compact Dict. 66]
cabbage tree,1897,TrNZI,,29/175,,Smallbundleofthevascularpartofthecabbagetreestemorroot(<i>kauru</i>).,
cabbage tree,"Oct 29, 1769",Cook's Journals,,1/186,1955,"WelikewisefoundoneCabbagetreewhichwecutdownforthesakeofthecabbage.[fn][fn4]Thecabbagetreeor<i>ti</i>,variousspeciesof<i>Cordyline.</i>",
cabbage tree,Mar 1770,Banks Journal,,2/9,1962,"[Wemet]onceonlyaCabbagetree,theCabbageofwhichmadeusonedeliciousmeal.[fn]The`Cabbagetree'ofN-Z(KouakaoftheMaoriwhoateitsleaf-heads)is<i>Cordylineaustralis</i>(Forst.f))Hook.f.[ButHookeridentifiedBanks'`onedeliciousmeal'astheNikaupalm,Beagleholetendstofavournikau)",
cabbage tree,"Oct 22, 1769",Journal,PARKINSON,97,,"[??nikau]Wesawthetreethatproducesthecabbage,whichatewellboiled.Wealsofoundsometreesthatyieldedafinetransparentgum:...",
cabbage tree,1836,Whaling Journal,RHODES,35,1954,"Thesixsailorsandthe[settleronSundayIsland]hadentirelysubsistedonanaquaticbirdtheycalledamuttonbird,andcabbagetree.",
cabbage tree,"Jun 24, 2004",Sunday (Sunday Star Times Magazine),,15,,"Theiconiccabbagetree,<i>Cordylineaustralis</i>,hasstarchytaprootsthatsoftenwhenslow-cookedinahangiorearthoven.",
cabbage tree,"Oct 11, 1879",Auckland Weekly News,,7,,"Heisinformedthatit[sc.CordylineAustralisisvulgarlytermeda""cabbage-tree.""",
cabbage tree,"Jun 3, 1924",Otago Witness,,71,,Haveyouevertriedslidingdownahillonacabbagetree?,
cabbage tree,1945,Korero (AEWS Background Bulletin),,III(1) : 13,,"Thename""cabbage""treeseemstohavebeenappliedtothetibecausetheleafbudsprovidedfortheearlysettlersasubstancethatcouldbecookedandeatenintheplaceofgreenvegetables.",
cabbage tree,"Dec 6, 1991",Evening Post,,3,,CabbagetreesaroundWellingtonarelikelytohavethesamediseasethatiskillingthousandsoftreesinthenorthofthecountry.,
cabbage tree,1974,Islands,,3(1) Autumn 7/129,,Herhusbandwasupinthecabbagetreewithhisflounderspear.,
cabbage tree,"Mar 5, 1904",NZ Observer,,3,,HowmanypeopleknowwhereCabbageTreeSwampis?,
cabbage tree,"Nov 18, 1924",Otago Witness,,54,,Tobogganingdownagreasyhillsideoncabbagetreetops.,
cabbage tree,1838,New Zealand  (Polack),POLACK,1/287,,"Theheartofthedelicious<i>palms</i>,calledE'Rito,ishighlyesteemed.The<i>korou</i>,whichthebranchesofanotheroftheseumbelliferoustreesaffordisequallyprized,togetherwiththesaccharinerootsoftheti,cabbage-tree.",
cabbage tree,1848,Handbook NZ Flora (List of Names),WAKEFIELD,45,,"...theindigenousflax-plantand...theCabbage-treeorTi-palm.[fn]<i>DracaenaAustralis.</i><i>Ibid.</i>461-462Anunmixedgrowth[462]ofstunted<i>manuka</i>isabadsign,aquantityofti-shrubs,commonlycalledthecabbage-tree,averygoodone.",
cabbage tree,"Dec 25, 1856","Letters from Canterbury, NZ",HARPER,2,1914,"...thereareshrubsandplants...besidesvariouskindsofVeronica,whiteandpurple,tallpalmtrees,locallytermedCabbagetrees,*massesofNewZealandflax,...[fn]*Ti-Tipalm.",
cabbage tree,1856,Diary,W.H.S.ROBERTS,,,"WritingoftheWaimeaPlainin1856:-`Thegroundwaswellgrassed,butthespeargrasswastooplentiful.Thepasturagewasverygood.TherewasagooddealofscrubinthebendsoftheMatauraknownas`wireplant'(Oleariavirgata).Therewerealsomanukaandkoromiko.Maori-heads,akindofgrasstreeaboutthreefeethigh,aboundedintheswamps,andinsomewesawtoitoigrassandraupo.Wedidnotpassanycabbagetreesto-day...weproceededslowlythroughtomatakuruscrub,speargrass,Spaniard,snowgrass,andothernativegrasses...wecampedinabendwithgoodfeedattheElbowandaswampononeside.Maoricabbageabounded...'",1856 W.H.S. Roberts Diary in 1947 Beattie Early Runholding 18
cabbage tree,1863,First Year in Canterbury Settlement,BUTLER,vii/95,,"...thereremainsalargeextentofriver-bed,intheprocessofgraduallybeingcoveredwithcabbage-trees,flax,tussock,Irishman,andotherplantsandevergreens;...<i>Ibid.</i>ix/132Thecabbage-treeortipalmisnotatruepalm,thoughitlookslikeone.Ithasnottheleastresemblancetoacabbage.",1860 in 1863 Butler First Year vii/95
cabbage tree,1865,Station Life in NZ,BARKER,24,,"Nothingseems[25]sowonderfultomeastheuttertreelessnessofthevastCanterburyplains;occasionallyyoupassafewTi-tipalms(ordinarilycalledcabbage-trees),oralargepricklybushwhichgoesbythenameof`wildIrishman,'butformilesandmilesyouseenothingbut...undulatingdownsofyellowtussocks,thetallnativegrass.",
cabbage tree,1866,Chatham Islands,HUNT,37,,"[=NIKAU,oristheordisjunctive]Whensicktheonlymedicinetheywouldtakewaswater...,and<i>nikau</i>,orcabbagetree:...",
cabbage tree,1869,TrNZI,,1/III/31,,"Besideswhichthefollowingrootsandplantswereofteneaten,viz.,theroots(cooked)ofthePanahi(<i>Calystegiasepium</i>);oftheMaikaika(<i>Arthropodiumcirrhatum</i>);...therootsofthelittlesugaryTi-koraha(<i>Cordylinestricta</i>),ofthelargeTi,or`CabbageTree'(<i>C.australis</i>),andofthelargeFern,Para,(<i>Marattiasalicina</i>).<i>Ibid.</i>1/III/32[leaveseaten]TheyounginnerblanchedleavesandheartoftheTi,or`Cabbage-tree'(<i>Cordylineaustralis</i>),andoftheNikau,orNewZealandPalm,(<i>Arecasapida</i>),wereeatenbothrawandcooked..",(Colenso Botany North Isd)
cabbage tree,1869,TrNZI,,1/III/50,,"CabbagetreeCordylineaustralis,Hook.f.",(Buchanan Botany Otago)
cabbage tree,1845,Adventure in NZ,WAKEFIELD,,1903,(And)<i>Cordylineaustralis</i>,
cabbage tree,"Dec 25, 1856","Letters from Canterbury, NZ",HARPER,2,1914,Tallpalmtreeslocallytermedcabbagetrees.,
cabbage tree,1873,Wonderland of the Antipodes,TINNE,61,,...cabbagetree(whatLadyBarkercallstheti-treepalm).,
cabbage tree,1898,Austral English,MORRIS,75,,"<i>CabbageTree</i>...(1)Namegiventovariouspalmtreesofwhichtheheartoftheyoungleavesiseatenliketheheadofacabbage.InAustraliathenameisappliedtothefanpalm,<i>Livistonainermis</i>,R.Br.,andmorecommonlyto<i>Livistonaaustralis</i>,Martius.InNewZealandthenameisgiventovariusspeciesofCordyline,especiallyto<i>Cordylineindiovisa.</i>",
cabbage tree,1905,My NZ Garden,WHITE,49,,"ParallelwiththehappyfamilyonthetrellisIplantedarowoftwentyCordylines,orPalmLilies,commonly[50]calledNewZealandCabbageTrees,fortheuninterestingreasonthatsomeoneonceboiledsomeandatethemasavegetable.",
cabbage tree,1906,Manual NZ Flora,CHEESEMAN,706,,"<i>C[ordyline]australis,Hook.f....Ti;Ti-kauka;Ti-rakau;Palm-lily.</i>...UniversallyknowntoNewZealandresidentsbytheinappropriatenameof`cabbage-tree'.Maori<i>tiraakau</i>",
cabbage tree,1907,Plants of NZ,LAING & BLACKWELL,93,1940 p. 95,<i>Cordylineaustralis.</i>[title]<i>Ti-kouka.TheCabbage-TreeorPalmLily.</i>,
cabbage tree,1908,Shingle-Short,BAUGHAN,160,,"
<i>Cabbage-tree</i>,anuglynameforabeautifulthing:thePalm-Lily,theMaoriTi.ThisisthemostdistinctiveofallNewZealandtrees.IngrowthitsomewhatresemblesatruePalm.",
cabbage tree,1908,AJHR,COCKAYNE,C-14,,(And)<i>cabbagetree</i>:ti-palm,Report on a Botanical Survey of Waipoua Kauri Forest
cabbage tree,1922,"NZ Wars, The",COWAN,1/353,,"Intherearofthechurchsurroundedbylinesof<i>whanake</i>orcabbage-trees(these<i>whanake,</i>nowgrowntoenormoustrees,stilladorntheoldvillage-site),wasthe<i>kainga</i>TeReinga,...<i>Ibid.</i>II/399TheKapengatableland...,agully-seamedbrokenplateau,iscoveredwithathickgrowthof<i>manuka</i>and<i>monoao</i>shrubs,<i>tutu</i>andfern,withmany<i>ti</i>orcabbagetrees...",
cabbage tree,1929,Whitcombe's Etym. Dict. Aust-NZ Suppl.,,3,,<i>cabbagetreen.</i>anAustralianfeathery-leavedpalm.-cabbage-treehatn.abroad-brimmedhatmadeinAustraliafromtheleavesofthecabbagetree.,
cabbage tree,1926,TrNZI,,660 ff,,"Thename`cabbage-tree'wasgivenbyCaptainCook'speople....Journal,10thOctober,1774:`Thesecabbage-treesorpalmswerenotthickerthanaman'sleg,andfromtentotwentyfeethigh.Theyareofthesamegenuswiththecocoa-nuttree;likeittheyhaveverylargepinnatedleaves,andarethesamesortasthesecondsortfoundinthenorthernpartsofNewSouthWales[videHawkesworthVoyagesVol3].Thecabbageis,properlyspeaking,thebudofthetree;eachtreeproducingbutonecabbagewhichisatthecrown,wheretheleavesspringout,andisenclosedinthestem...-->[Cook,VoyagetoPacificOcean1777VolIIpp148-9]...Theremarksthattheleavesarepinnate,thateachtreeproducesbutonecabbage,andthatthecuttingofitdestroysthetree,leadonetosuspectthatthetreereferredtoisnotaCordyline.TheentryintheJournalwasmadeatNorfolkIsland,notNewZealand,butthereisnoindicationinCookastowhattreeisreferredto....AmoredefiniteclueinBanks(JournaloftheRtHonSirJosephBanksduringCaptainCook'sFirstVoyage...1768-77,London,1896p227),wherehewritesofNewzealand[sic]plants...Afootnoteidentifiesthe[`cabbage-tree']asArecaSapidaSoland....[Nikau]...`verycloselyrelatedtotheNorfolkIslandA.Baueriwhichisalargerplant'[Hooker].[Banks]saysnothingoftheeatingoftheyoungshootsoftheCordyline.Itwouldappear,then,thatprimarilytheterm`cabbage-tree',`cabbage-palm'wasappliedtoArecaBaueri,buthasbecometransferredexclusivelytoCordyline...[examplesandreferencestoCordylineandArecainColensoandothers]...",
cabbage tree,1926,TrNZI,660ff,,,"OnewouldsupposethatKirkhadforgottentheoriginofthenamewhenhesays,`Settlersandbushmengenerallyapplytheunmeaning[sic]nameof""cabbage-tree""'(Kirk,ForestFloraofNZp295).Cheeseman,too,says,`UniversallyknowntoNewZealandresidentsbytheinappropriatenameof""cabbage-tree""'(Cheeseman,ManualNZFlorap707).Thomasexplainsthenameanderrsindoingso:`Itreceivesitsnamefromthearrangementofitsleavesintuftsorheadsattheendsofthebranches'(ClarkASouthernCrossFairy-talep53).Butlerremarks`Thecabbage-treeorti-palmisnotatruepalm,thoughitlookslikeone.Ithasnottheleastresemblancetoacabbage.'ThesettlersandbushmenfollowedCookinusingtheyoungheartasavegetable,andintheirnamingofthetree;andwhenthereasonforthenameisknownitsinapproriatenessdisappears.Toonesectionofthepublicitwillalwaysbethecabbage-tree;totheothersection,letitbelily-palm.`Ti-tree'andti-palm'shouldcertainlybebanned,becauseofthehopelessconfusionwithtea-tree.TheCanterburyformti(-tree,-palm)isobs.OriginallyfromMaorinameforthetree,`ti',itwasconfusedwithtea-tree(`Manuka',Leptospermumsp)seeAcland.",
cabbage tree,Sep 1933,"Press, The",,13,,"<i>Cabbagetree</i>.Cordylineaustralis.TherearevariousspeciesofthisCordylinewhichinolddaysgrewsingleoringroupsonmanypartsoftheplains,andupto1500ftonthehills.Theearliestsettlersoftencalledit<i>ti-tree</i>or<i>ti-palm,</i>fromitsMaoriname.Itwasamostinconvenientname,causingconfusionwith<i>teatree</i>(Manuka),oneofthecommonestCanterburyscrubbushes.([1898MorrisAustral-English];ButlerAFirstYearinCanterburySettlement],p.117)",Acland Glossary
cabbage tree,1951,Confessions,HUNT,136,,Ithastheworld'slargestlilyintheCabbageTree(<i>Cordylineaustralis</i>)...,
cabbage tree,1951,Grasslands of NZ,LEVY,87,1970,"...suchspeciesaslancewood,karamu,toro,ramarama,koromiko,kanono,kohuhu,kawakawa,hangehange,rangiora,fivefinger,patete,toru,treedaisies,broadleaf,kamahi,mahoe,tarata,karo,lacebark,wineberry,fuchsia,kowhai,withtreeferns,weki,andmamuku.Toetoe,phormium,cabbagetree,withswampcoprosmaandhupiromayfigureasa",
cabbage tree,1958,Whitcombe's Modern Junior Dictionary (8th edn),,56,,"<i>Cabbage~</i>DifferenttreesinAustraliaandNewZealandarecalledbythisname,whichmeansthattheheartoftheyoungleaveswasformerlyeatenlikecabbage.TheMaorinameis<i>ti.</i>",
cabbage tree,1959,"New Zealanders, The",SHADBOLT,10,1986,"Igrewtoawarenessrejectingasalienourscrubbybackblocksfarm,thethickbushoftallkauri,rimuandkahikatea...,themangrovedtidalcreek,...thecabbagetreesintheplayground...<i>Ibid.</i>15...agroveofcabbagetrees...screenedoffthemilking-shedandhay-barn.",(The Woman's Story)
