Head Word,Date,Source,Author,Vol / Page,Edition,Quote,Notes
babaco,Mar 1981,Orchardist NZ,,LIV. 61/1,,Babacoorchardswillbelimitedtofrost-freeclimaterequirements.,
babaco,1983,NZ Journal of Agriculture,,XXVI. 237/1,,<i>Thebabaco..isaperennialshrubofthepapayafamily(Caricacae)indigenoustothesubtropicalmountainousregionsofEcuador</i>.,
babaco,"Jan 21, 1984",Weekend Australian,,21-22 Jan. 9,,<i>Babaco</i>.BroughttoAustraliaviaNewZealandfromEquador[sic]...Itisarelationofthepaw-pawandhasbeenanexceptionalcropinNewZealand.,
babaco,Jun 1990,NZ Gardener,,34,,"Kayalsousesbabacostomakea""greatfruitloaf""byaddingthemtoherhomemadebread.",
babaco,1974,Orchardist NZ,,259,,"Thebabacogrowsinthesameclimaterangeasthemountainpawpaw,buthasmuchlargerfruits,comparableinsizewiththetropicalpapaya.",
babaco,Feb 1978,Orchardist NZ,,18,,"Ofthehigh-altitudefruitingplantsthatarenativeofEcuador,theBabacoisthemostpromisingfruittobeintroducedintoNewZealandfromthatcountry.",
babaco,Mar 1974,Orchardist NZ,,59,,"[Caption]Firstimpressiongainedbyvisitorstothisorchardofbabacoshasbeen:""LittlegreenmenfromMars.""",
babaco,1981,Prospects for Horticulture,BOLLARD,116,,"Thebabaco,whichisgrowninEcuador,wasintroducedherein1973.",
babaco,1987,Country Calendar (TVNZ),,55,,Wetriedbabacosbuttheygottoolargeandstartedfallingoverintheirbuckets.,
babaco,May 1982,NZ Gardener,,24,,"Thebabacostorybeganin1977whenDickEndt,anurserymanfromOratia,nearAuckland,introducedthefirstprivatelygrownspeciesintoNewZealand........ThebabacobelongstotheCaricaceaefamily,morecommonlyknownasthepapayafamily.",
babaco,1985,Delectable Fruits Cookery,BURTON,41,,"BABACO...isahybridbetweentwopapaya(pawpaw)species,<i>Caricapubescens</i>(mountainpapaya)and<i>C.stipulata</i>...firstbroughttotheattentionoftherestoftheworldbythebotanistHeilborn,whonamedit<i>Caricapentagona</i>,meaningfive-sided.TheEcuadoriannamebabaco(pronouncedasinbanana)hasbeenretainedinNewZealand.",
babaco,Mar 1974,Orchardist NZ,,61,,BabacojuiceisafavouritebeverageinEcuadorwhereitisservedinhotels.,
babaco,1990,Exotic Fruit Forum,,12,,TheBabacoindustryisnow10yearsold.,
babaco,"Aug 31, 2000",Evening Post,,16,,"Amajorloveinhisgardenwashisbabacoplants,whichhegrewinaglasshouse.Thesetropicalmelon-likefruitswereanobjectofhispride-andwedidn'tmindeatingthem.",
babbler,1944,Desert Daze,BRUNO,33,,"Arch,thecook-oh,howthatbold`babbler'couldcurse.",
babbler,1949,High Country Days,NEWTON,63,,The`babbler'wasinhiselement.,
babbler,"Jun 5, 1963",Weekly News,,37/1,,,[OED]
babbler,1977,Big Country,NEWTON,60,,"Anotherwellknownoldcharacterwasanold`babbler',GeorgeFrizzel.IfGeorge..wasn'tattheReserve,he'dbeattheMullercookhouse.",
babbler,1988,"Dictionary of Kiwi Slang, A",McGILL,12,,"<i>babbler</i>cook;rhymingslang`babblingbrook/cook',usedbyshearinggangsandWWIAnzacs.NZA.",
babbler,1964,Straggle Muster,NEWTON,86,,"Weworkeditoutthatoldbabblermade112,000rockcakesduringthosefourmonths.",
babbler,1964,Straggle Muster,NEWTON,143,,"Tellingtheoldbabblerwe'dbebackforsmoko,acrosshehoppedinthetruck.",
babbler,1973,Big Country of the South Island,NEWTON,60,,"..anotherwellknownoldcharacterwasanold'babbler',GeorgeFrizzell.",
babbler,1988,"Dictionary of Kiwi Slang, A",MCGILL,12,,babblercook;rhymingslang'babblingbrook/cook'usedbyshearinggangsandWWIAnzacs.,
babbler,2001,Questionnaire Respondents (DB),,,,Stationcook-babbler.,
babbling brook,1964,Cooks and Shepherds Come Away,STAPLES,22,,HealwaysreferredtomeastheBabblingBrookinsteadofthecook.,
babbling brook,1969,Big Country of the North Island,NEWTON,26,,Igatheredthathewasthecookfromwhomthename'babblingbrook'musthaveoriginated.,
babbling brook,1989,"Pioneer's Life, A",RICHARDS,30,,"Heintroducedhimselfbysaying""I'mBarbLindsaydababblingbrook(cook)"".",
babbling brook,1990,"Forgotten Worker, The",MARTIN,142,,Asthegang'scook(or'babblingbrook')hewasrequiredtobeextremelyresourceful.,
babbling brook,1986,Off the Sheep's Back,RICHARDS,100,,"Our""babblingbrook"",Mrs.Clark,andherhusbandArchie,apresser,hadtheirownmotorcar.",
Babe Ruth,Oct 1999,NZWords,,2(2) : 2,,Sportingstars..arerepresentedbysuchtermsas..<i>BabeRuth</i>(thetruth).,
Babe Ruth,1982,"Big Huey, The",NEWBOLD,244,,BABERUTH(n)Truth.,
baby All Black,"Apr 23, 1987",Dominion,,28,,Discarded`BabyAllBlack'fullbackGregCooperputhimselfrightontargettomakeareturntothebigtimewithastunningperformanceforNorthintheir40-19winoverSouthinthefirstofthenewzonematchesyesterday.,
baby beef,1919,Livestock in New Zealand,,82,,"Herefordsaresingularlyadaptedfortheproductionofwhatiscalled'babybeef',thatis,withalittleforcing,theycanbeturnedoutfatatfrom2to2andahalfyears.",
Baby Blacks,"Jun 24, 2003","Press, The",,B8,,"WhentheAllblacksconfrontFranceintheone-offrugbyinternationalatJadeStadiumonSaturday,itwillbe17yearstothedaythatthe""BabyBlacks""wereborn.ThatwasthenamegiventoaNewZealandteamstrippedofAllBlacksbythecontroversialandunauthorisedCavalierstourtoSouthAfricaearlierintheyear,andthrownagainstaFrenchteambrimmingwithcapsandconfidence.",
Baby Blacks,"Jun 19, 2009",Southland Times,,A20,,"NewZealandisthroughtotheunder-20rugbyworldchampionshipfinalonSundaynight.TheywillmeetEnglandinTokyo,givingtheBabyBlacksachancetodefendthetitletheywonlastyear.",
baby blipper,"Dec 4, 1999",Listener (New Zealand Listener),,28,,Abulgeofprimaryschoolagechildren-thebabyblippers-willstartmovingintocentralAuckland'scollegesby2001.,
Baby Bliss,"Aug 25, 1911",Maoriland Worker,,5/2,,"Whenyou[thewatersider]showgreyunderyourskullcapyoufindyouarenotsellingsofreelyasformerly.Yourclosestfriendthenmostlyisastringeronapile,towhichyoumutteryoursorrows,astheyoungemigrant,the`BabyBliss'ofwharfparlance,take[s]yourplaceintheholdandshed.",
baby farm,"Jun 1, 2005",Northern Courier,,p7,,"""..atalewhichbecameinfamousasthe""NewlandsbabyFarmMurders.""",
baby farm,"Nov 13, 1890",Otago Witness,,24,,"Didshekeepwhatiscalleda""baby""farm?",
baby farm,1933,Famous Murders in NZ,SHEEHAN,22,,AsafostermothertomanyunwantedchildrenMrsDean'sbaby-farmhadbeentheobjectoftheconstable'ssuspicions.,
baby farm,"Nov 14, 1890",NZ Mail,,25,,[Hdg]ABabyFarm.ShockingDisclosures.,
baby farm,1991,Short History of Newlands,NEWLANDS COUNTRY WOMEN'S INSTITUTE,2,,"In1922/23theBabyFarmscandalbroke,andasaresultofthispeopledidnotwanttoliveinNewlands,sotheareaceasedtogrowforthenext20years.",
baby farmer,"Apr 14, 1954",NZ Truth,,,,"ThedeathofDr.J.A.Harman,whowasjuniorcounselforthedefenceofMinnieDean,withWintonbabyfarmer,whowashangedatInvercargillin1895,hasrecalledmemories..oftheonlywomanevertohavebeenhangedinNewZealand.",
baby farmer,1966,"Encyclopaedia of New Zealand, An",,III/449,,"Inlegalhistory[MinnieDeans]hasbeenknown,withapproximateaccuracy,astheWintonBabyFarmer.Undertheguiseofbenevolentmotiveshereceivedunwantedchildrenandapparentlydestroyedthem...Forapremium,neververylarge,MinnieDeanadoptedunwantedinfants,butthepaymentofthefeeinvariablymarkedthedisappearanceofthechildintothecareofa""lady""whosenameorabodewasneverdisclosed.",
baby farmer,"Jun 27, 1895",Otago Witness,,13,,"ThetrialofoneofthemostremarkablecriminalsthathaseverlivedinNewZealandwasconcludedhereat1o'clocktoday,MinnieDean,thenownotoriousbaby-farmer,beingfoundguiltyandsentencedtodeathforthemurderofDorothyEdithCarter.",
baby farmer,1933,Famous Murders in NZ,SHEEHAN,27,,Eagereyeswereturnedupontheinfamousbaby-farmerasshewasescortedtothedock.,
baby farmer,1962,More Wellington Days,LAWLOR,31,,"TomLong'smostimportantjobwasthehangingofMinnieDean,thenotoriousbaby-farmer,atInvercargillonAugust12,1895.",
baby farmer,1969,Famous NZ Murders,PINE,XI,,"ThestoryofMinnieDean,Southland'smurderousbaby-farmerandtheonlywomaneverhangedbylawinNewZealand,hasnotbeenforgotten.",
baby farming,"Nov 13, 1890",Otago Witness,,24,,[Hdg]ChargeofBabyFarming.,
baby farming,"Jul 3, 1953",NZ Observer,,7,,"TherehasbeenmorethanonecaseinNewZealandofwhatbecameknownas""baby-farming""-themaintenanceofillegitimatechildrenforaperiodfollowedbytheirmurderwithouttheknowledgeoftheirparents.",
baby farming,1893,AJHR,,H-26/3,,"Attentioniscalledtowhatappearstobeagrowingevilinthiscolony-viz.,""baby-farming.""Thatthisevilexiststherecanbenodoubt;anditappearsthatchildren,eitherbyadvertisementorotherwise,areplacedinmostunsuitablehomes,whereitisperfectlywellunderstoodthatthesoonerthechilddiesthebetterpleasedallconcernedwillbe.",
baby farming,"May 16, 1895",Otago Witness,,28,,SixyearsagoMrsDeanappearstohavestartedbaby-farmingatWinton.,
baby farming,"May 18, 1923",NZ Times,,9,,ItwasheldbyMrJusticeChapmanthattheCrownProsecutor..couldbringevidencetoprovesystematicbaby-farmingonthepartofbothaccused.,
baby farming,1933,Famous Murders in NZ,SHEEHAN,23,,"""TheLarches,""Mrs.Dean'shomeontheoutskirtsofWinton..wasthestageforthenextactinNewZealand'sfamous-orinfamous-baby-farmingcase.",
baby farming,"Jan 23, 1953",NZ Herald,,13,,"Firstputonthemapofhighpublicestimationbyhisepicdefence,asayoungpractitioner,inthefamous,orinfamous,baby-farmingcase.ReginaversusMinnieDean,[Hanlon]shotacrossNewZealand'sforensicskyleavingbehindhimatrailofshiningsuccesses.",
baby farming,"Nov 14, 1890",NZ Mail,,25,,"Ababy-farmingcasewasbeforethepolicecourttoday,whenMyraSmith.anelderlylady,wasseparatelychargedwithhavingwilfullyill-treatedandneglectedtwochildreninamannerlikelytocauseunnecessarysufferingandinjurytohealth...Therewasaburialfourmonthsago,andlastyear,andtheyearbeforetwodeathshadoccurred.",
baby kiwifruit,"Apr 29, 2004",Dominion Post,,C11,,"Nextofftheblockislikelytobecommercialcultivarsofactinidiaarguta,whichproducessmall,hairlessgrape-sizedfruit.AlreadysoldinJapanas""babykiwifruit""since1995,ithasbeentargetedbyHortresearchbreederswhowanttocarrythethinskin,highsugarcontentandflavouroverintonewcultivars.",
baby ox,1972,Sheepfarming Annual 1972,BARTON,71,,"Gradename:Babyoxorheifer-carcasesofthisgradearefrombeef-bredcattleslaughteredwhen12to15monthsofage.Thecarcassesareplump,short-legged",
baby powerco,"Nov 3, 1999",Independent (Auckland),,1,,"[Hdg.]Babypowercosripeforplucking...There-evaluationofthegovernment's""babyECNZs""...meansthegovernmentcanforcetheserelativelydebt-freepowercostoborrow,thenmilkthemofmillionsofdollars.",
bach boy,"Jan 18, 2002",Evening Post,,15,,"Amongthe""bachboys""-youngbloodsfromthecitywhocameforsummerweekendsfilledwithwildpartiesduringthe1910s,20sand30s-werethosewhowouldbecomeprominentcitizensintime:BernardFreyberg,leadingpublicservantJoeHeenanandClaudeSkelley,afutureheadmasterofDay'sBay'sWellesleyCollege.",
bach,"Oct 9, 1912",Otago Witness,,79,,"WhenthematerreturnedtoDunedinafterherholidaysinthiscity,Ideterminedtotry""baching,""andafterhavingbeensixmonthsinmycribatthetopofthehill,Iammorethaneverresolvednottodescendagaintotownlevel...My""bach""isperched..about7000ftabovesea-level.",
bach,Jun 1981,Landfall,,6(4) Nos. 31-32/118,,Betweenridgesofthewavesandabach/likeapinksnail,
bach,"Sep 3, 2006",Sunday Star Times,,D3,,"""It'stheboat,bach,beamersyndrome.""",
bach,Dec 1932,Tararua Tramper,,3,,Mr.Baine..directedthefestivitiesatMr.Jones'bach.,
bach,"Nov 22, 1957",Listener (New Zealand Listener),,4,,"Frombeingamereshed,thebachhasbecomeaplaceattheseaside,andtodaymanyabachhasarefrigeratorandwall-to-wallcarpets.",
bach,"Oct 19, 1996",Listener (New Zealand Listener),,26,,"Thebach,thesedays,tendstobethenamegiventoanysmallishholidayhousebythebeach,nomatterhowsophisticated.But,inthepast,itmeantasmallhome,builtbytheowner-awayoutontheedge-byseaorriver.Usuallyitwasoccupiedforjustafewsummerweekseachyear...ThegreatbuildingboomforthearchetypalbachwasafterWorldWarI,withanotherboomofmoregentrified,lessinterestingbachesafterWorldWarII.",
bach,"Jun 19, 2004",Listener (New Zealand Listener),,94,,"I'veneversetfootinsideabach.Ifitwasacommonexperience-thenewcoatofpaintonthewindowsill,thetowelshungoverthefrontporchtodry,thetatteredbooks-thenIhaveonlyknownitasamyth,asaNewZealandthatexistedasanadvertisementofitself.",
bach,"Jun 26, 2006",Dominion Post,,B4,,"..thebach:asimple,no-frillsretreatwherewecanrediscoverourconectionwithnature...Thearchitect-designedtechnology-filledmodernbachisarefugenotfromthecitybutthewildernessthatsurroundsit.",
bach,1998,Under the Bridge & Over the Moon,IRELAND,18,,"Hewouldunscrewthedoororpriseopenawindowofthedouble-lockedlittlebach-orsleep-outasitwouldnowbecalled-atthebackofourhouse,wheretheoldmanlived.",
bach,1989,Homeplaces,HULME & MORRISON,67,,"Thistime,itwillbemyturntolieonmybellyonthecliffabovetheBlackBach.",
bach,"Jan 14, 2006",Dominion Post,,B5,,"Thebachislikeapostagestampontheoutsideofaletter.It'sworthless,butthereis$1.5millioninsidetheenvelope.",
bach,1960,Mate,,5/39,,Amanonhisowncouldjustscrapealong..ifhehadtheuseofabucksheebach.,
bach,"Dec 21, 2003",Sunday Star Times,,D11,,"TidybachesaroundKaiparaHarbourstartfromaround$300,000.",
bach,"Dec 21, 2003",Sunday Star Times,,D11,,"So,hasthecoastalbachboatsailedformostNewZealanders?",
bach,"May 2, 2000",Evening Post,,Flair : 2,,"OrwhenyoupromiseyetanotherlittleweekendfishingatabachinRiversdalethewomanofyourlifesaysthatshe'sreallysorry,butshe'sofftoAcapulco.",
bach,"Dec 30, 1924",Otago Witness,,71,,MygirlfriendandIhadabatchatTakapunaforafortnight.,
bach,"Apr 5, 1913",NZ Observer,,16,,"Somesuburbanbloodslatelygaveamoreorless""fancydress""ballata""bach,""wheresixyoungmenandahousekeepermanagetokeepthewolffromthedoor.",
bach,Feb 1993,North & South,,94,,"Bachtheftisnotunusual,butmostlypeoplearelookingforfoodorsomewheretosleep.Bachvandalismisrare.",
bach,1999,Long Hot Summer,ANDERSON,21,,MrsClements'andtheLaings'bachesarealsowoodenandsandyandsmellofthedrysackingonthebottomsofthebunkslikeours.,
bach,"Aug 13, 2000",City Voice,,13,,TheubiquitousbachmayinstantlyspringtomindasexpressiveofNZDIYhandymanshipanddaysinthesunorbush.,
bach,"Feb 8, 2003",Listener (New Zealand Listener),,27,,"Allsixsharesimilardesignfeatures,ifthatiswhatyoucalltheelementscomprisingatraditionalbach.Low-pitchedroofs,corrugatedironwallsandrecycledtimberfasciasarestandardconstruction.Somehavetinygardensofhardycoprosma,flaxandiceplantsscratchedoutoftherocks.Eachhasawatertank,variousstructurestoholdfirewoodandfishinggear,somehaveaboatshedoraTVaerialandeachhasachimneyorflueofsomekind.",
bach,"May 12, 1984",Listener (New Zealand Listener),,101,,"Inthosedays(whentheoldbacheswereoriginallybuilt)the'environment',astheycallitnow,wasn'tanissue.",
bach,Jan 1937,NZ Railways Magazine,,47,,Togetthefullflavourofbachingyouhireabachasbigasapiano-caseandfillitwiththreetimesasmanypeopleasitwillhold.,
bach,"Dec 14, 1918",Stratford Evening Post,,8,,"AttheEgmontCountyCouncilmeetingonTuesday..thepopularsubject-""DirtyBaches""wasbroughtup.",
bach,"Jan 19, 2002",Listener (New Zealand Listener),,5,,"ProbablybecausesomanyNewZealanderseitherspentchildhoodholidaysattheirownparents'bachorattheirfriends'parents'bach,thisnationalinstitutionhasbecomeinfusedwithanostalgicglow.",
bach,"Mar 23, 1938",Auckland Weekly News,,62,,"Wedon'tleavemuchinthebach,itisn'twisethesedays.",
bach,1991,"Lovely Day Tomorrow, A",KEITH,54,,"Thebachesallsmeltthesame,awonderfulsummersmellofPinexwallboardortherawwoodofconvertedArmyhuts.",
bach,"Jul 22, 2000",Listener (New Zealand Listener),,21,,"Sure,there'safamilyboat,andabach,butvisitorsreportthat""it'sjustaniceKiwibach.""",
bach,Jul 2004,NZ Geographic,,No. 68/37,,FacilitiesattheCollins'bachincludethetankwaterplumbedtothekitchensinkandanancientkerosenefridgewhoseemanationshaveblackenedthewallsandrenders[sic]theairastringent.Acorrugatedironhutoutsidethebackdoorprovidesanopenfireplaceforcooking.,
bach,"Jul 11, 1992",Listener (New Zealand Listener),,52,,ButtherecurringmemoriesofKiwidadsaresetinbeachesandbachesandbush-Edenindeed.,
bach,"Oct 11, 2003",Dominion Post,,,,"Thefeelingis
seaside-dairy-meets-flash-bach,butthekitcheniswhite-uniformedefficient,servinganaccomplishedbrunchthatcanslideseamlesslyintolunch,orevendinner.",
bach,1938,Me and Gus,ANTHONY,53,,Hebatchedinatinshantyforyears.,
bach,1997,Come Be a Pioneer,HINDMARSH,7,,Ernestbachedwithhimwhenthefirstyear'sbushwasburned...,
bach,1997,Come Be a Pioneer,HINDMARSH,126,,Singlemenbachedinthehouseandsawtothebasicfarmmaintenance.,
bach,1997,Come Be a Pioneer,HINDMARSH,183,,..hehadhisownwhareerectedandcouldbachonthespot.,
bach,1999,Some Buggers I've Seen,WATERSON,29,,"'Certainlybeatsbaching,'saidWart.",
bach,1981,Loughnan Glossary,LOUGHNAN,3,,Bach:(upagully)averbsometimesusedwhenreferringtothesurvivalofamotherlesslamb.[batch],
bach-holder,Jun 2001,NZ Geographic,,No. 52/26,,"Theoriginalbach-holdershadtheforesighttoplantbeecheverywhere,butalsodecreedtherewouldbenofences.",
bachelor,1881,White Hood and Blue Cap,PYKE,118,,"`Asabacheloryouhad,perhaps,someexcuseforseclusion,'continuedMissMelrose,gaily,`butinyournewcharacterofbenedictahermitexistenceisveryunbecoming.[hiswifehadgoneforaholiday]]",
bachelor,"Apr 2, 1938","Press, The",,,,"Strangelyforsuchafamiliarphrase,`anoldidentity'wasalocalinvention,like`bachelorsv.benedicts.'",(McNab Slang)
bachelor,1984,Dictionary of Slang,PARTRIDGE,70,,"<i>Benedict,benedict</i>.Anymarriedman:catachrestic:mid-C.20.InNZ,contestsbetweenmarriedandsinglemenaredescribedasbeing<i>bachelorsandbenedicts</i>.",
bachelor,1945,Historical Southland,HALL-JONES,28,,"Inautumntheoutwardmigrationbegins;thebachelors,thepupsandthemothers...setoutforthe...aboundingdeeps.",
bachelor's buttons,1961,Edmonds Cookery Book,,12,,"BACHELOR'SBUTTONS[ingredients]Siftflourandbakingpowdertogether,rubinbutter,addsugar,thenbeateneggs,rollintosmallballs,dipinsugar,andbakeonshelfinquickoven(400F.).",
bachelor's buttons,1976,Hist. & Nat. Hist. of the Boulder Bank,,21,,"Ontheinnerside..ofthebankthereareprostrateshrubsofpohuehue[<i>Muehlenbeckiacomplexa</i>],[and]somebachelor'sbutton(<i>Cotulacoronopifolia</i>).",
bachelor's buttons,"Nov 23, 1920",Otago Witness,,52,,"Onecouldfindthousandsofthelittleyellow""bachelor'sbuttons,""adaisy-likeplant(cotula)whichisonlyfoundwherethemarshordampsoilisdistinctlysalt.",
bachelorise,"Dec 20, 1879",Auckland Weekly News,,19,,"Atonetime,heandtwootheryoungmen..""bachelorised,""togetherinWellington.",
bachelorise,1962,Waikaka Saga,EVANS,42,,"CheyneandWithersthenbachelorisedtogether,andafewdayslater,theprocesswasrepeated.",Originated in Otago Daily Times 25 Feb. 1905
bachelorise,1883,Facts Relating to NZ,WILLIAMS,8,,,[see bachelorising]
bachelorise,1887,Taken In,HOPEFUL,132,,"They[Chinese]ofcourseliveverycheaply,becausethesecommunitiesarecomposedofmen[133]bachelorizingtogether,theyhavenowivesorchildrentosupport,aswomenarenotallowedtoleaveChina.",
bachelorise,1985,Diary,ROBERTS,9,,"WhomshouldIseebutMr-fromTimaru,withwhom,indaysgoneby,Ihadbachelorised.",
bachelorise,"Mar 10, 1906",NZ Truth,,5,,Singlemen[atCrossCreek]hadeithertobacheloriseintheirwharesorboardwithoneoranotherofthemarriedmen.,
bachelorise,1912,Brown Bread,BAUGHAN,129,,"Sohe'sbachelorisin',andI'mkeepinghouseforhim.",
bachelorise,1962,Waikaka Saga,EVANS,43,,,Evans Waikaka Saga 42 or 43 quoting earlier source
bachelorise,1905,Bill the Namer,OLIPHANT,6,,"Wehadthenbeenbachelorising,anditwasdecidedtobreakuptheestablishment.",
bachelorising,"Sep 2, 1903",Otago Witness,,67,,"Doyoulikebachelorising,Dot?",
bachelorising,1912,Brown Bread,BAUGHAN,191,,Hewasreducedtoamostforlorn`bachelorising'existenceinaone-roomedhut.,
bachelorising,1883,Facts Relating to NZ,WILLIAMS,8,,"Bachelorising,touseaColonialterm,isnotadisagreeablelife.",
bachelorising,1924,That Gibbie Galoot,GIBSON,16,,Hepromised...toshowmeafewmorepointsinbachelorising.,
bachelors' ball,"Oct 9, 1880",Hawera Star,,2,,"TheBachelors'BallwillcomeoffonFriday,the22ndinstant.",
bachelors' ball,"Jun 7, 1910",Hawera Star,,4,,Auroaannualbachelors'ballonJune17inAuroaHall.,
bachelors' ball,"Jul 7, 1911",Hawera Star,,3,,"Thebachelors'ball,whichislookeduponastheeventoftheyear,tookplacehereonWednesdaynightand,needlesstosay,wasagreatsuccess.",
bachelors' ball,"Aug 16, 1912",Hawera Star,,4,,Theannualbachelors'ballatManutahiwilltakeplaceonAugust23.,
bachelors' ball,"Oct 4, 2000",Capital Times,,26,,"Thiswoolshedistheplacewherethebachelorballsusedtobeheldsoalotofpeoplehavebeenhere.It'saliving,breathingeight-standwoolshed[bachelorball]",
bacher,1947,From N to Z,SMITH,129,,Thenormalbachermakeshisbedonce.,
bachie,"Dec 1, 2001","Press, The",,C1,,"Atruebachiespurnsholidayhomeswiththeirfittingsandfaucets,andwalksarighteouspaththroughthewildflowersandcobwebstothepaint-peeledfrontdoor.",
bachiness,"Apr 27, 2002",Dominion Weekend Magazine,,4,,"Thebachinessoftherestaurantalsocomesfromitsinsidenooksandcrannies,itsdarkgreenwallsdottedwithrodsandreelsandotherfishingparaphenalia.",
baching,"Oct 9, 1912",Otago Witness,,79,,"WhenthematerreturnedtoDunedinafterherholidaysinthiscity,Ideterminedtotry""baching,""andafterhavingbeensixmonthsinmycribatthetopofthehill,Iammorethaneverresolvednottodescendagaintotownlevel...My""bach""isperched..about7000ftabovesea-level.",
baching,"Jul 26, 1890",NZ Observer,,6,,Arathergoodstoryistoldoftwoyoungembryolawyerswhoareatpresent'baching'nottoofarfromNewton.,
baching,"Apr 13, 1932",Diary,EDDIE ATTWOOD,,,Hereweweremadequitewelcomeandalthoughtheoccupierswerebachingtheyhadajollygoodfeedready.,"Eddie Attwood's Diary in NZ Memories No. 36, June-July, 2002, p. 32"
baching,1947,From N to Z,SMITH,129,,"""Baching""isauniversalsportformenofallages.",
baching,"Nov 20, 1935",NZ Free Lance,,19,,"Afeelingforweek-end""baching""isdisturbingforallofus...Bepracticalanddoaweek-end""bach"".",
baching,"Dec 30, 1944",Bay of Plenty Times,,2,,ANewPlymouthresidentwhoisbachingboughthalfadozeneggsonarecentmorning.,
baching,Jan 1937,NZ Railways Magazine,,47,,Togetthefullflavourofbachingyouhireabachasbigasapiano-caseandfillitwiththreetimesasmanypeopleasitwillhold.,
bachophile,"Nov 8, 1999",Auckland Weekly News,,14,,"Awebsitesetup..lastyear..lists700bachesfromthebest-sellingguideBachesandHolidayHomes...Bachophilescancheckitoutat:
www.holidayhomes.co.nz.",
bachville,"Dec 31, 2005",Listener (New Zealand Listener),,14,,"About60percentofratepayersdon'tlivethere,upalmostninepercentinthepastthreeyears.Bachville.",
bachy,"Oct 24, 2009",Dominion Post Indulgence,,4,,"Afewbachyplaceshavebeenbulldozedandbig,flash""insensitive""houses-notownedbyartytypes-havegoneup,aworrytoeverysensitivecreativepersonwhocallsPaekakarikihome.",
