Head Word,HomonymNumber,WordClass,SenseNumber,Definition,Origin,Register,Register2,Domain,Flag,Region,See,Pronunciation,Notes
kaikaha,,noun,,,,,,[none],,[none],,,
kaikai,,verb,3,to eat,,,,[none],,[none],also kai,,"also kai Early writers often use a reduplicated, esp. verbal, form kaikai; a frequentative `feast' (this may be Polynesian pidgin);"
kaikai,,noun,,"food, feasting",,,,[none],,[none],,,
kaikai,,noun,2,,,,,[none],,[none],,,
kaikaka,,noun,,,,,,[none],,[none],,,
kaikaranga,,noun,,a woman who leads the karanga to welcome visitors on to a marae.,Maori,,,[none],,[none],karanga,,
kaikatea,,noun,,,,,,[none],,[none],"kahikatea, kahikatoa",,
kaikatoa,,noun,,,,,,[none],,[none],"kahikatea, kahikatoa",,
kaikawaka,,noun,,"a small subalpine conifer with red wood and pinkish bark, related to the kawaka [Maori]; also called pahautea, (mountain) cedar. 1. <i>Libocedrus plumosa</i>, kaiwaka. 2. <i>Libocedrus Bidwillii, </i>, pahautea.",,,,[none],,[none],,,
kaikiri iwi,,noun,,a racist,Maori,,,[none],,[none],,,kaikiri = dissension; hostile; racist http://www.learningmedia.co.nz/nz/online/ngata/m2edictionary
Kaiko,,noun,,Kaikoura,abbreviation,,,[none],,[none],,,
kaikomako,,noun,,"a small flowering native tree, Pennantia corymbosa",Maori,,,[none],,[none],,,"Also known as kahikomako, cheesewood, and bridal tree."
kaikou,,noun,,,,,,[none],,[none],,,
Kaikoura Orogenesis,,noun,,Geol. classification,[none],,,[none],Geology,[none],Kaikoura Orogeny,,
Kaikoura Orogeny,,noun,,Geol. classification,[none],,,[none],Geology,[none],Kaikoura Orogenesis,,
Kaikoura Seafest,,noun,,a Kaikoura regional festival,[none],,,[none],,[none],,,
Kaikouras gecko,,noun,,small grey-brown gecko living east Marlborough and south as far as Kaikoura township.,[none],,,[none],,[none],,,"<i>Hoplodactylus ""Kaikouras""</i> aka Kaikoura gecko"
kaiku,,noun,,,,,,[none],,[none],,,"<i>Hoplodactylus ""Kaikouras""</i> aka Kaikoura gecko"
kail yard,,noun,,,[none],,,[none],,[none],,,
kailao,,noun,,,Tongan,,,[none],,[none],,,
kaimahi,,noun,,"worker, staff member, employee",[none],,,[none],,[none],,,Ma: artisan; labourer; personnel; tradesperson; worker; workman. http://www.learningmedia.co.nz/nz/online/ngata/m2edictionary
Kaimai Express,,noun,,,[none],,,[none],,[none],,,
kaimako,,noun,2,,,,,[none],,[none],,,
Kaimanawa,,noun,,elliptical for Kaimanawa horse,[none],,,Rural,Farm Words,[none],,,
Kaimanawa horse,,noun,,a horse from a wild herd running in an area of the Central North island Kaimanawa Ranges; a wild horse of the Kaimanawa region (from herds culled and sold annually by the Dept of Conservation in order to protect native plants and prevent traffic accidents on the Desert Road).,[none],,,[none],,[none],Kaimanawa,,
Kaimanawa wall,,noun,,,[none],,,[none],,[none],,,
Kaimanawa wild horse,,noun,,see Kaimanawa horse,[none],,,[none],,[none],,,also Kaimanawa feral horse
kaimoana,,noun,,seafood,,,,[none],,[none],,,
kainga,,noun,,,[none],,,[none],,[none],cf. pa,,
kainga,,noun,2,,,,,[none],,[none],,,
kainga,,noun,,"a dwelling; an unfortified place of residence; an unfortified village'; North island equivalent of ""kaika""",,,,[none],,[none],also kaik(a),,
kainga,,noun,1,[Ma.] small Maori hut or collection of huts.,[none],,,Rural,Farm Words,[none],,,
kaio,,noun,,,,,,[none],,[none],kaeo or ngaio,,
kaipakeha,,noun,,a variety of kumara,Maori,,,[none],,[none],,,
kaiporker,,noun,,"?a wild horse, brumby (broken for riding).",,,,[none],,[none],,,
kairangahau,,noun,,researcher,Maori,,,[none],,[none],,,
kairuru marble,,noun,,,[none],,,[none],,[none],,,
Kairuruku Hui,,noun,,a parliamentary body,[none],,,[none],,[none],,,
Kaiser,,noun,,policeman,[none],,,[none],,[none],,,
kaita rongorua,,noun,,,Maori,,,[none],,[none],,,
kaitaka,2,noun,,a whipping top,,,,[none],,[none],,,[?Omit or get early quot from Tregear maori Race.]
kaitaka,1,noun,,"a fine cloak or cape woven from finest flax fibre, bleached, with taniko border, a Maori cloak [Maori].",,,,[none],,[none],,,
kaitaka,1,noun,,,,,,[none],,[none],,,
kaitaka,1,noun,2,,,,,[none],,[none],,,
kaitaka mat,,noun,,,[none],,,[none],,[none],,,
kaitakawaenga,,noun,,counsellor,Maori,,,[none],,[none],,,"[Ma. <b>kaitakawaenga</b> liaison person, race relations concilliator] cf. P.M. Ryan Dict. Modern Maori (1995) 75."
kaitautoko,,noun,,,Maori,,,[none],,[none],,,"= supporter, seconder (P.M. Ryan Dict. Modern Maori 1995)"
kaitiaki,,noun,,guardian,Maori,,,[none],,[none],,,
kaitiaki,,noun,,"guardian, trustee",[none],,,[none],,[none],Kai Tiaki,,
kaitiaki trust,,noun,,,[none],,,[none],,[none],,,
kaitiaki-a-rohe,,noun,,,[none],,,[none],,[none],,,kaitiaki presumably; check spelling in source
kaitiakitanga,,noun,,"guardianship, stewardship",Maori,,,[none],,[none],,,misspelt or miscopied in 2003 cit.
kaitohutohu,,noun,,"advisor, advisory officer",Maori,,,[none],,[none],-,,
kaiwhakahaere,,noun,,"chairman, director, coordinator",Maori,,,[none],,[none],,,"[Ma. <b>kaiwhakahaere</b> administrator, MC, conductor, general manager, executive officer] cf. P.M. Ryan Dict. Modern Maori (1995) 77."
kaiwharawhara,,noun,,,,,,[none],,[none],,,
kaiwhiria,,noun,,"a small evergreen tree, 6 to 10 m high [Maori].",[none],,,[none],,[none],,,
kaka,,verb,,to make a noise like a kaka,[none],,,[none],,[none],,,
kaka beak,,noun,,"a native flowering plant, renamed <i>Clianthus maximus </i> (formerly <i>Clianthus puniceus </i>).",[none],,,Environment,,[none],,,also known as parrot's bill or parrot's beak and kaka's beak
kaka beak,2,noun,,a barnacle,[none],,,[none],,[none],,,
kaka bill,,noun,,,[none],,,[none],,[none],DNZE,,
kaka,,noun,,,Maori,,,Environment,,[none],,,attrib. uses
kaka,,noun,,"Nestor spp. <i>Nestor meridionalis </i> (Moncrieff) and <i>N. septentrionalis,</i>, a large bush parrot, dull green with brown colouring; North island kaka: brown parrot, bush parrot, coloured parrot, New Zealand parrot, tomahawk.",Maori,,,Environment,,[none],,,
kaka,,noun,,nonsense; (literally) faeces,Maori,,,[none],,[none],,,not in Williams or Ryan in these senses; I've seen 'whare kaka' in bilingual signage with 'toilets' (TD)
kakaha,1,noun,,"<i>Astelia</i> spp. astelia, bush flax",Maori,,,[none],,[none],bush flax,,[Ma. <b>kakaha</b> mountain astelia (<i>astelia nervosa</i>)] cf. P.M. Ryan Dict. Modern Maori (1995) 78.
kakaha,2,noun,,a bird,[none],,,Environment,,[none],,,
kakahi,2,noun,,a species of whale or large porpoise.,,,,[none],,[none],,,
kakahi,1,noun,,"NZ freshwater mussel, <i>Diploden entulentus</i>",[none],,,[none],,[none],"mussel, freshwater",,
kakaho,,noun,,"toetoe (Cortaderia species), or its reed-like stem.",Maori,,,[none],,[none],,,
kakahu,,noun,,Maori cloak,[none],,,[none],,[none],,,[Ma. <b>kakahu (-ria)</b> cloak] cf. P.M. Ryan Dict. Modern Maori (1995) 79.
kakahu-kura,,noun,,,,,,[none],,[none],,,
kakahu-roimata,,noun,,,,,,[none],,[none],,,
kakapo,,noun,,,Maori,,,[none],,[none],,,attrib. uses
kakapo bowl,,noun,,,[none],,,[none],,[none],,,
kakapo,,noun,,"<i>Strigops habroptilus</i>, a rare, dark green flightless bird, found now only in Fiordland; aka green bird, ground parrot, night parrot, owl parrot.",Maori,,,Environment,,[none],,,
kakapo garden,,noun,,,[none],,,[none],,[none],,,
kakapo-cuddling,,noun,,,[none],,,[none],,[none],,,
kakaporium,,noun,,,,,,[none],,[none],,,
kakaramu,,noun,,"W.91 Kakaramu[u], kakarangu[u], n. <i>Coprosma robusta, ... = karamu[u].</i>",,,,[none],,[none],,,
kakarapiti,,noun,,"bush-hawk, quail-hawk",,,,[none],,[none],,,
kakariki,1,noun,,"a small green parrot, <i>Cyanoramphus auriceps</i>",Maori,,,[none],,[none],-,,
kakariki,2,noun,,a lizard,,,,[none],,[none],,,
kakawai,1,noun,,a bird,,,,[none],,[none],hakuwai,,
kakawai,2,noun,,"fish, sic, not kahawai.",,,,[none],,[none],,,
kakawariki,,noun,,a parakeet,[none],,,[none],,[none],kakariki.,,
kakeno,,noun,,,,,,[none],,[none],kekeno,,
kaki,,noun,,"black stilt, an endangered indigenous wading bird.",Maori,,,Environment,,[none],,,"Kaki are endangered due to introduced predators, widespread habitat loss, and hybridisation with poaka (pied stilt)."
kakika,,noun,,,,,,[none],,[none],,,
kakino,,adjective,,"bad, treacherous",,,,[none],,[none],,,
kakkahow,,noun,,,,,,[none],,[none],kakahu,,
kakorimaka,,noun,,,,,,[none],,[none],kokorimako,,
kakote,,noun,,a tree fern,,,,[none],,[none],,,"?d ?source We tried a species of fern tree called kakote, but it is far from palatable."
kaladdie,,noun,,,,,,[none],,[none],korari,,
kaladi,,noun,,,,,,[none],,[none],korari,,
kale,,noun,,"money, cash (cf kail @n)",,,,[none],,[none],,,
kale,2,noun,,cultivated NZ (distinct from Cabbage),,,,[none],,[none],curly kale.,,
kaloota,,noun,,behind,,,,[none],,[none],,,
kaloss,,adjective,,finished,,,,[none],,[none],,,
kamahi,,noun,2,Weinmannia silvicola,[none],,,[none],,[none],,,
kamahi,,noun,,"<i>Weinmannia</i> spp. often confused in popular terminology with beech (birch) species, esp. perhaps <i>towai</i> through similarity with <i>tawhai</i> (beech), hence popular misapplication of <i>kamahi</i> to <i>Nothofagus </i>spp.: some distinguish <i>towai</i> as <i>W. sylvicola</i> only; others apply <i>towai</i> to both spp. (so Williams) reserving <i>kamahi</i> (and <i>tawhero</i>) for W. racemosa only; a tall, spreading forest tree",Maori,,,[none],,[none],red birch,,
kamakama,,adjective,,talkative; high-spirited,,,,[none],,[none],,,Jim writes: Not in DNZE and not known to me.
kamana,,noun,,,,,,[none],,[none],,,
kamate kamate,,noun,,the traditional All Black haka,Maori,,,[none],,[none],,,
kamokamo,,noun,,"a stubby vegetable marrow, Cucurbita pepo.",Maori,,,[none],,[none],,,possibly derived from <i>cucumber</i>
kanae,,noun,,"the mullet, <i>Mugil cephalus</i>",,,,[none],,[none],grey mullet,,
kanainai,,noun,,kanakana ?kanae. =?,,,,[none],,[none],,,
kanaka,,noun,,a native,,,,[none],,[none],,,
kanakana,,noun,,,,,,[none],,[none],also kunakuna,,
kaneree,,noun,,Hooker's 1853 (203) misprint or transcription error for kauere.,,,,[none],,[none],kauere,,
kanga,,noun,,curse,,,,[none],,[none],,,
kanga Mouri,,noun,,,[none],,,[none],,[none],,,
kanga pirau,,noun,,fermented corn,Maori,,,[none],,[none],,,"first word also spelt kaanga; second word also piro, kopiro, kopirau; also kanga wai kopiro"
kanga pungarehu,,noun,,,[none],,,[none],,[none],,,
kanga wai,,noun,,= kanga pirau,Maori,,,[none],,[none],,,
kanga waru,,noun,,,[none],,,[none],,[none],,,
kanga-rouge,,noun,,Australian red wine,,,,[none],,[none],,,
Kangaroo,2,noun,,an Australian soldier,,,,[none],,[none],,,
kangaroo acacia,,noun,,,[none],,,[none],,[none],,,
kangaroo apple,,noun,,?poroporo.,[none],,,[none],,[none],,,
kangaroo dog,,noun,,,[none],,,[none],,[none],,,
kangaroo,1,noun,,a kangaroo dog,,,,[none],,[none],,,
kangaroo fence,,noun,,,[none],,,[none],,[none],,,
kangaroo fish,,noun,,,[none],,,[none],,[none],,,
kangaroo grass,,noun,,,[none],,,[none],,[none],grass,,
kangaroo hound,,noun,,,[none],,,[none],,[none],,,
kangaroo thorn,,noun,,,[none],,,[none],,[none],,,
kangaroo-court,,verb,,esp. in passive be kangaroo-courted: be called before an unofficial court,[none],,,[none],,[none],,,
kango,,noun,,,[none],,,[none],,[none],,,
kani,,noun,,,,,,[none],,[none],kanae,,
kanohi,,noun,,eye,Maori,,,[none],,[none],,,"[Ma. <b>kanohi</b> eye, face] cf. P.M. Ryan Dict. Modern Maori (1995) 81."
kanohi kitea,,noun,,a leader who is visable,,,,[none],,[none],,,
kanohi-mowhiti,,noun,,the silver-eye,,,,[none],,[none],,,
kanono,,noun,,,,,,[none],,[none],,,
kanui te utu,,phrase,,,,,,[none],,[none],,,
kanuka,,noun,,"<i>Leptospermum ericoides<\i>, now <i>Kunzea ericoides</i> tree manuka, white manuka",,,,[none],,[none],manuka,,
kanuka,,noun,2,,[none],,,[none],,[none],,,attrib.
kanuka,,noun,1,"[Ma.] tall scrub [spp. Leptospermum and Kunzea , second growth establishing plants that can cover expansive areas of farm land.]",[none],,,Rural,Farm Words,[none],,,
kao,,noun,,sun-dried kumara,[none],,,[none],,[none],,,
kao,,exclamation,,no,Maori,,,[none],,[none],,,
kaokao,,noun,,,,,,[none],,[none],,,
kaokao,,noun,,,Maori,,,[none],,[none],,,"= rib, lateral, side (P.M. Ryan Dict. Modern Maori (1995) 82)"
kaokaorao,,noun,,,Maori,,,[none],,[none],,,is spelling correct? not in Ryan or Williams; see however kaokaoroa
kaori,,noun,,,,,,[none],,[none],,,
kaoriki,,noun,,,,,,[none],,[none],,,
kapa haka,,noun,,,Maori,,,[none],,[none],,,John Thompson tells me that the Maori Studies Unit had a Kapa Haka group about 1990.
kapa haka,,noun,,a Maori cultural performance or performance group,Maori,,,[none],,[none],,,
kapa Maori/kopa Maori,,noun,,var. of copper Maori,[none],,,[none],,[none],,,also other variant spellings below
Kapa o Pango,,noun,,the 2005 All Blacks' alternative haka,Maori,,,[none],,[none],,,"[Ma. <b>kapa</b> copper, penny, team, procession, panel of people] cf. P.M. Ryan Dict. Modern Maori (1995) 82.[Ma. <b>o</b> of, belonging to] 159."
kapai,,adjective,,"fine, OK",Maori,,,[none],,[none],,,
kapai,,adjective,,(in food names),[none],,,[none],,[none],,,
kapai,,adverb,,"well, fine",Maori,,,[none],,[none],,,
kapai,,exclamation,,that's good! well done!,Maori,,,[none],,[none],,,
kapai,,adjective,,"good, excellent; well",[none],,,[none],,[none],,,
kapai,,adjective,,good,Maori,,,[none],,[none],,,
kapai-ing,,noun,,,[none],,,[none],,[none],,,
kapama,,noun,,,,,,[none],,[none],,,
kapara,2,noun,,,,,,[none],,[none],,,
kapara,,noun,,"a cobbler, the last sheep in a pen to be shorn.",Maori,,,Rural,Farm Words,[none],,,
kape,,noun,,az hand-net,,,,[none],,[none],,,
kapeta,,noun,,dogfish,,,,[none],,[none],,,
kapeti,,noun,1,"[Ma.] a New Zealand-bred cultivar of kale, a brassica forage crop.",[none],,,Rural,Farm Words,[none],,,
kapia,,noun,,kauri gum,Maori,,,[none],,[none],,,
Kapitean,,adjective,,Geol classification,[none],,,[none],,[none],,,
Kapiti Coaster,,noun,,a Kapiti Coast resident,[none],,,[none],,[none],,,
Kapitian,,noun,,a resident of the Kapiti Coast,,,,[none],,[none],,,
kapok vine,,noun,,<i>Muhlenbeckia australis</i> (formerly <i>M. adpressa</i>),[none],,,[none],,[none],,,
kaponga,,noun,,silver fern,,,,[none],,[none],,,
Kaponga Box,,noun,,"a desert engagement, named after a NZ small town",[none],,,[none],,[none],,,
kapu,,noun,,a stone adze,,,,[none],,[none],,,
kapu ti,,phrase,,"Maorified form of ""cuppa tea""",[none],,,[none],,[none],,,
kapuka,,noun,,,,,,[none],,[none],broadleaf,,
kapura,,noun,,Ma. `fire'.,[none],,,[none],,[none],,,
kapura Maori,,noun,,var. of copper Maori,[none],,,[none],,[none],,,
kara,,adjective,,red,,,,[none],Farm Words,[none],,,
kara,,noun,1,"[Ma.] a New Zealand-bred cultivar of cocksfoot [Dactylis glomerata, known as orchard grass.]",[none],,,Rural,Farm Words,[none],,,
karahu,,adjective,,a shellfish,,,,[none],,[none],,,
karaka,1,noun,,"<i>karaka</i> is the chief modern name among New Zealanders; others are obsolesc. Among the more precise and knowedgeable people it is n1. pronounced [k'rak a] but the old anglicisations ['kraeka] [ka'raeka] are still very common, especially in country districts and in the bush. Early spgs (<i>cracker, kraka</i>) point to these pronunciations; even as accurate an observer as E. J. Wakefield would spell it `kraka' (perhaps [krak a]), although in his `Adventures in NZ' it is always written <i>karaka.</i> cf <i>cracker, caraceer;</i> a spreading tree common in coastal areas and producing orange fruit, the kernels of which are poisonous unless soaked and cooked [Maori]; cowtree, New Zealand laurel (kopi, Chatham island).",,,,[none],,[none],,,
karaka berry,,noun,,,[none],,,[none],,[none],,,
karaka date,,noun,,= karaka berry,[none],,,[none],,[none],,,
karaka,1,noun,2,"fruit of the karaka, the kernels of which were eaten by the Maoris as food, after treatment to remove their poison (karakine)",,,,[none],,[none],,,
karaka,2,noun,,a <i>Coprosma</i> spp,,,,[none],,[none],Cook's turban shell,,Cook's turban shell (West Coast)
karaka Maori,,noun,,,[none],,,[none],,[none],,,
karaka nut,,noun,,,[none],,,[none],,[none],,,
karaka tree,,noun,,,[none],,,[none],,[none],-,,
karakahia,,noun,,a white-eyed duck,,,,[none],,[none],,,
karaki,,noun,,a gannet,,,,[none],,[none],,,
karakia,,verb,,,[none],,,[none],,[none],,,"The application of the word to public worship is, of course, modern.': the noun is recorded in Maori contexts only, e.g. 1874 Johnstone, Maori 193 note - incantations - In their use of this word the Maoris had no idea of prayer, and it is a mistake to attach that meaning to karakia. The verb is recorded in English form, and is mainly confined to in ???19th century use."
karakia,,noun,2,prayer; worship,[none],,,[none],,[none],,,[Ma. <b>karakia</b> prayer-chant] cf. P.M. Ryan Dict. Modern Maori (1995) 84.
karakia,,noun,2,.,Maori,,,[none],,[none],,,
karakia,,noun,2,,Maori,,,[none],,[none],,,
karakia,,noun,,.,Maori,,,[none],,[none],,,"prayer-chant, incantation, religious service (Ryan 84)"
karakin,,noun,,a poison contained in the seed kernels of the karaka tree.,,,,[none],,[none],,,Spg <i>korakine</i> may be from Hooker??; also spg karakine
Karamea Granite,,noun,,Geol. definition,[none],,,[none],Geology,[none],,,
karamu,,noun,2,a NZ wheat cultivar,[none],,,[none],,[none],,,
karamu,1,noun,,a species of <i>Coprosma</i>,,,,[none],,[none],,,
karamuka,,noun,,,,,,[none],,[none],,,
karamuramu,,noun,,"Hector's spg prob. represents kaaramuramu, poss. a mistake or Otago dial. or var. form of karamu.",,,,[none],,[none],,,
karanga,,noun,,"a traditional cry of welcome onto a marae, chanted by women",Maori,,,[none],,[none],,,
karanga,,verb,,,[none],,,[none],,[none],,,"[Ma. <b>karanga (-tia)</b> call, shout, related person] cf. P.M. Ryan Dict. Modern Maori (1995) 84."
karangaungau,,noun,,a shellfish,,,,[none],,[none],,,
karangu,,noun,,karamu,[none],,,[none],,[none],,,
karapapa,,noun,,,,,,[none],,[none],,,
Karapiri steaks,,noun,,,[none],,,[none],,[none],,,
karareke,,noun,,flax,,,,[none],,[none],,,
karawaka,,noun,,,,,,[none],,[none],,,
kardia,,noun,,? a flower,,,,[none],,[none],,,
