Head Word,HomonymNumber,WordClass,SenseNumber,Definition,Origin,Register,Register2,Domain,Flag,Region,See,Pronunciation,Notes
Quitline,,noun,,a telephone support service for quitting smokers,[none],,,[none],,[none],,,
Quiz Kid,,noun,,,[none],,,[none],,[none],,,
quizby,,adjective,,bad,[none],,,[none],,[none],,,
quizzy,,adjective,,"shortened form of ""inquisitive""",,,,[none],,[none],,,
quodshop,,noun,,,,,,[none],,[none],,,
quota,,noun,,,,,,[none],,[none],,,"Strangely, the Fisheries Act does not define quota but does talk about Quota Management Areas and Quota Management System. Probably in Orders in Council."
quota fishing,,noun,,,[none],,,[none],,[none],,,
Quota Management System,,noun,,"[abbrev. QMS] system of managing commercial fisheries first developed during the 1980s by dividing up a total allowable catch among stakeholders, each of whom is allocated a specific quantity.",[none],,,[none],,[none],,,
quota species,,noun,,,[none],,,[none],,[none],,,
Quotable Value,,noun,,,[none],,,[none],,[none],,,
