Head Word,HomonymNumber,WordClass,SenseNumber,Definition,Origin,Register,Register2,Domain,Flag,Region,See,Pronunciation,Notes
tag,,verb,,to daub graffitti on,[none],,,[none],,[none],,,
tag,,noun,1,rough pasture weeds and scrub.,[none],,,Rural,Farm Words,[none],,,
tag,,noun,,a heaviest grade of prime lamb carcass.,[none],,,Rural,Farm Words,[none],,,
tag,,noun,,a tree lucerne or tagastase (Chamaecytisus palmensis).,[none],,,Rural,Farm Words,[none],,,
tag,,noun,,an identity tag fitted to the ear of an animal.,[none],,,Rural,Farm Words,[none],primary tag and secondary tag,,
tagasaste,,noun,,tree lucerne,,,,[none],,[none],,,
tagaste,,noun,,"tree lucerne, <i>Chamaecytisus palmensis</i>",[none],,,[none],,[none],,,
tagged potato,,noun,1,a potato grown by a member of a growing association [ the bag of which is identified with a tag naming the group.],[none],,,Rural,Farm Words,[none],,,
tagger,,noun,,graffiti painter,[none],,,[none],,[none],,,
tagging,,noun,,graffiti-writing,[none],,,[none],,[none],,,
tagging,2,noun,,a used-car dealer's tactic,[none],,,[none],,[none],,,
tagging,,noun,1,"the marking of animals with identity tags, usually in the ear.",[none],,,Rural,Farm Words,[none],,,
taha,,noun,,calabash,,,,[none],,[none],,,
taha Maori,,noun,,a Maori perspective or way of doing things.,Maori,,,[none],,[none],,,
taha Pakeha,,noun,,Pakeha ways (contrastive with taha Maori),[none],,,[none],,[none],,,
tahae,,verb,,to steal,,,,[none],,[none],,,
tahae-ing,,verb,,,,,,[none],,[none],,,
taharangi,,noun,,frostfish,,,,[none],,[none],,,
taheke,,noun,,,,,,[none],,[none],takeke,,
tahepa,,noun,,,,,,[none],,[none],taiepa,,
tahora,,noun,1,[Ma.] a New Zealand-bred cultivar of white clover (Trifolium repens).,[none],,,Rural,Farm Words,[none],,,
tahu,,noun,,a second-stage eel,,,,[none],,[none],,,
tahuhu,,noun,,ridgepole (Ryan),Maori,,,[none],,[none],,,
tahurangi,,noun,,a red blanket used as trade between early European traders and Maori.,Maori,,,[none],,[none],,,
tai pare,,noun,,flood tide,,,,[none],,[none],,,
tai pari,,noun,,ebb tide,,,,[none],,[none],tai timu,,
tai timu,,noun,,"with TAI PARI perhaps indicative of the change in time and place of Pakeha vernacular knowledge of Maori Williams 361 <i>Tai (i) ... Sea.: timu `ebb(ing)'</i> (he tai timu<i> `low water'); pari</i> `flowing (of the tide)'. Both were intelligible to many English speakers up to at least the 1930s, and possibly the 1950s in the North Island, as witness the following joke first heard by me as a child in Havelock (South Island) possibly from an original King Country version; and first mentioned as early as 1845 by Walter Brodie in <i>The State of New Zealand </i>where it is attributed to Mr [?initial] Williams. Tim and Paddy were walking along the beach when they came across two Maoris arguing, as it semed to them, ferociously. One was crying out `Tie Tim!' and the other, `Tie Paddy!'. Paddy took to his heels shouting: `You can bloody well tie Tim if you like, but I'm damned if you'll tie Paddy!' Enjoyment of the joke depends not only on knowing the meaning of the Maori forms, but also on a non-Maori perception of Maori /r/ as [d], and failure to hear a devocalised /u/ final. In 1986 it is usually necessary to `prepare' the joke with tedious explanation.",,,,[none],,[none],,,
taia,,noun,,,,,,[none],,[none],taiaha,,
taiaha,,noun,,art of taiaha use,,,,[none],,[none],,,
taiaha,,noun,,"a long wooden weapon, pointed at one end, used for striking and jabbing; a Maori quarterstaff",Maori,,,[none],,[none],,,
taiaha-user,,noun,,,,,,[none],,[none],,,
taiaha-wielder,,noun,,,,,,[none],,[none],,,
taiapa,,noun,,rail fencing,,,,[none],,[none],,,
taiapure,,noun,,a local or protected fishery,Maori,,,Marine,,[none],,,
taiaroa,,noun,1,[Ma.] a New Zealand-bred cultivar of wheat.,[none],,,Rural,Farm Words,[none],,,
TAIC,,abbreviation,,Transport Accident Investigation Commission,,,,[none],,[none],,,
taiepa,,noun,,"in early use often spelt tie-up an old word for a fence, built usually of at-hand, bush materials. [Maori taiepa, taiapa]",,,,[none],,[none],,,
taiepa,,adjective,2,"TAIEPA FENCE, TIE-UP FENCE (TIE-UP WOOD =TAIEPA for fencing, with a possibility that this may refer to, e.g., bundled wood such as split palings for fencing)",,,,[none],,[none],,,
taiepa,,adjective,2,,,,,[none],,[none],,,
taigook,,noun,,"possibly <i>ta[a]huka</i> Williams 361 <i>Ta[a]huka ... </i>A cloak resembling a <i>korowai</i>, but without <i>hukahuka</i>.: [fringes or thrums on a cape]",,,,[none],,[none],,,
taihapa,,noun,,,,,,[none],,[none],taeipa,,
Taihapian,,noun,,Person from Taihape,[none],,,[none],,[none],,,
taiho,,noun,,a common pron. and spg of taihoa as an interjection,,,,[none],,[none],,,
taihoa,,verb,,"to delay, proceed slowly; stop, halt",Maori,,,[none],,[none],,,
taihoa,,adjective,,,Maori,,,[none],,[none],,,
taihoa,,exclamation,,wait-a-bit! hold on!,Maori,,,[none],,[none],,,"also taiho, tao hoor, tie-ho, taisho, et al ca1890-1910 P.S. Ardern Used as an exclamation `wait a bit!' in Auckland colloquial; Anglicised pron. usually [tai|hou] (occas. esp. in Northland, [|tai ou]) or [tai|hou ]: R. Mason notes [taihou] heard in Christchurch in the 1950s; [taihou] heard in Northland only"
taihoa,,exclamation,,wait on!,Maori,informal,,[none],,[none],,,"Anglicised pron. usually [tai|hou] (occas. esp. in Northland, [|tai ou]) or [tai|hou ]: R. Mason notes [taihou] heard in Christchurch in the 1950s; [taihou] heard in Northland only"
taihoa,,noun,,"delay, procrastination",Maori,,,[none],,[none],,,
taihoa,,noun,2,"<i>Cassytha paniculata</i>, a Northland creeping plant parasitic on (or associated with) the tea-tree: a back-translation from WAIT-A-WHILE",Maori,,,Environment,,[none],,,
taihoa policy,,noun,,,[none],,,[none],,[none],,,
taihoaism,,noun,,procrastination,,,,[none],,[none],,,
Taihoaite,,noun,,,,,,[none],,[none],,,
taihoism,,noun,,,,,,[none],,[none],,,
taihoropi,,noun,,dabchick,,,,[none],,[none],,,
taike,,noun,,an occasional confusion of tiaki and tieke,,,,[none],,[none],,,
taiko,,noun,,a rare and endangered petrel,Maori,,,Environment,,[none],,,Chatham Is taiko rediscovered 1978.
tail,2,verb,,cut tails off lambs,,,,[none],,[none],,,
tail chain,,noun,,,[none],,,[none],,[none],,,
tail cow,,noun,1,a poorly producing cow within a herd.,[none],,,Rural,Farm Words,[none],,,
tail,3,verb,,"a two up call, esp. TAIL'EM",,,,[none],,[none],,,
tail,1,verb,,,,,,[none],,[none],,,
tail,1,verb,2,to follow or watch,,,,[none],Farm Words,[none],,,
tail,7,noun,,of a coin,,,,[none],,[none],heads and tails,,
tail,7,noun,2,,,,,[none],,[none],,,
tail,,verb,,,,,,[none],,[none],,,
tail,,noun,1,"the last in a group, or the rear end of a mob of sheep or cattle.",[none],,,Rural,Farm Words,[none],,,
tail,,noun,,"a breech birth of a lamb, with a leg or rear end presenting first.",[none],,,Rural,Farm Words,[none],,,
tail,,noun,,the poorest quality stock on sale or on a property.,[none],,,Rural,Farm Words,[none],,,
tail,,verb,,"to follow or watch a mob of sheep or cattle, as in boundary-keeping.",[none],,,Rural,Farm Words,[none],,,
tail,,verb,,to mate some dairy cows in a herd late.,[none],,,Rural,Farm Words,[none],,,
tail,4,verb,,to finish off a whip lash,,,,[none],,[none],,,
tail,,verb,,to remove the tails of slaughtered deer as tokens of culling.,[none],,,Rural,Farm Words,[none],,,
tail,,verb,,"to remove the tails from stock, particularly lambs.",[none],,,Rural,Farm Words,[none],,,
tail,1,noun,,sc of a mob,,,,[none],,[none],,,
tail,2,noun,,,,,,[none],,[none],,,cf TAIL(ER)-OUT
tail,3,noun,,,,,,[none],,[none],,,
tail,4,noun,,"of NZ flax, the inferior, less valuable, or refuse part of anything",,,,[none],,[none],,,
tail,6,noun,,"formerly, the tail (usually of a deer) as a token on which a bounty was paid, or as proof of an animal killed",,,,[none],,[none],,,(cf token)
tail,8,noun,,of a sawbench,,,,[none],,[none],,,
tail,,verb,,,[none],,,[none],,[none],,,
tail in,,verb,,"with (somebody), to sleep head and tail (with) (cf heads and tails)",,,,[none],,[none],,,"ca1938 (and probably much earlier) J. Morison ca1950 used by trampers, Wellington"
tail out,,verb,,,,,,[none],,[none],,,cf TAILER-OUT n[see quot MILLHAND]
tail race,,noun,,,[none],,,[none],,[none],,,"goldmining; aka tailrace, tail-race"
tail sample,,noun,,,[none],,,[none],,[none],,,
tail shepherd,,verb,,,[none],,,[none],,[none],,,(cf. tail v.1)
tail shepherd,,verb,1,"to look after or follow stock, to keep boundary.",[none],,,Rural,Farm Words,[none],,,
tail-box,,noun,,,[none],,,[none],,[none],,,gold mining (cf tail-race)
tail-cutting,,noun,,,[none],,,[none],,[none],,,
tail-dirt,,noun,,,,,,[none],,[none],,,
tail-drag,,verb,,,,,,[none],,[none],,,
tail-dragger,,noun,,,,,,[none],,[none],,,
tail-trim,,verb,1,to crutch only at a sheep's rear end.,[none],,,Rural,Farm Words,[none],,,
tailend,,noun,1,a poorly producing animal.,[none],,,Rural,Farm Words,[none],,,
tailend,,noun,,a part of a flock or herd containing the poorest producing animals.,[none],,,Rural,Farm Words,[none],,,
tailender,,noun,1,[sheep] the last at the back of a mob or in a catching pen during shearing.,[none],,,Rural,Farm Words,[none],,,
tailender,,noun,,a bad doer or low producing farm animal or a lamb or calf born late in the lambing/calving season.,[none],,,Rural,Farm Words,[none],tail cow; tailend,,
tailer,,noun,,,[none],,,[none],,[none],,,Flaxmilling
tailer,,noun,,,[none],,,[none],,[none],,,sawmilling
tailer out,,noun,,,[none],,,[none],,[none],,,"also tailer-out, incl tailer off, tailer-off"
tailing,,noun,,the docking of a lamb's tail,[none],,,[none],,[none],,,
tailing count,,noun,,"numbers estimated from animals ""tailed""",[none],,,[none],,[none],,,
tailing,,noun,,,[none],,,[none],,[none],,,cf. tail v.1
tailing,,noun,,"1. the removing of lambs' tails with knife, searing iron or runner ring. [Used loosely to include ear-marking and castration of male lambs at the same time and used mainly in the South Island.] 2. the quiet following of stock as they graze while being driven.",[none],,,Rural,Farm Words,[none],docking,,docking two senses in one entry here
tailing ground,,noun,,,[none],,,[none],,[none],,,"cf tail v1, tail shepherding"
tailing muster,,noun,,"a gathering of ewes and lambs for castration, ear-marking, and the docking of lambs' tails.",[none],,,Rural,Farm Words,[none],,,
tailing out,,noun,,,[none],,,[none],,[none],,,includes verb & attrib
tailing paddock,,noun,1,"a fenced area in which lambs are tailed/docked, earmarked and where male lambs are emasculated.",[none],,,Rural,Farm Words,[none],,,
tailing pen,,noun,1,"a temporary paddock yard made with scrim or netting for the tailing, marking or docking of lambs.",[none],,,Rural,Farm Words,[none],,,
tailing tally,,noun,1,a total number of lambs docked on one property [known otherwise as a lambing percentage.],[none],,,Rural,Farm Words,[none],,,
tailing yard,,noun,1,"a temporary yard, made of scrim or wire netting and standards, for tailing or docking lambs in a paddock.",[none],,,Rural,Farm Words,[none],,,
tailing-band,,noun,,,,,,[none],,[none],,,
tailing-iron,,noun,1,a searing-iron used to burn through lambs tails.,[none],,,Rural,Farm Words,[none],,,
tailings,,noun,,the waste material removed during the processing of mineral ores,,,,[none],,[none],,,(cf TAIL v)
tailings-dump,,noun,,,,,,[none],,[none],,,
tailman,,noun,1,[bush clearing] a man employed to pull on the tail ropes of a saw.,[none],,,Rural,Farm Words,[none],,,
tailor,,noun,,elliptical for tailor-made,,,,[none],,[none],,,
tailor-made,,noun,,a manufactured cigarette (opp. to roll-your-own),[none],,,[none],,[none],,,
tailor-made,,adjective,,(of cigarettes),[none],,,[none],,[none],,,
tailpaint,,noun,1,a water-based paint used to tag cows for detection of bulling at oestrus.,[none],,,Rural,Farm Words,[none],,,
tailpaint,,verb,,[dairying] to tag cows with waterbased paint in coded colours in order to detect and leave a record of oestrus.,[none],,,Rural,Farm Words,[none],,,
tailpainting,,noun,,the tagging of cows with waterbased paint in coded colours to aid detection and recording of oestrus.,[none],,,Rural,Farm Words,[none],,,
tainter,,noun,1,a pasture weed or plant that taints the flavour of milk or butter.,[none],,,Rural,Farm Words,[none],,,
tainui,,noun,1,[Ma.] a New Zealand-bred cultivar of wheat.,[none],,,Rural,Farm Words,[none],,,
Tainui,,noun,,an iwi,[none],,,[none],,[none],,,
tainui,,noun,,"a North Island shrub, scarce in the wild, related to kumarahou.",[none],,,[none],,[none],also golden tainui,,
tainui,,noun,2,<i>Pomaderris elliptica</i>,[none],,,[none],,[none],,,
tainui,,noun,2,kumarahou,[none],,,[none],,[none],,,
tainui,,noun,2,<i>Pomaderris phylicaefolia</i>,[none],,,[none],,[none],,,
tainui,,noun,2,<i>Pomaderris elliptica</i>,[none],,,[none],,[none],,,
Tainui,,noun,,(the migration canoe),[none],,,[none],,[none],,,
taioma,,noun,1,[Ma] a poor class of soils.,[none],,,Rural,Farm Words,[none],,,
taiore,,noun,,,[none],,,[none],,[none],,,
taipa,,noun,,,,,,[none],,[none],taiepa,,
taiparu,,noun,,first-born female,,,,[none],,[none],,,
taipo,,noun,,a madman,,,,[none],,[none],,,
taipo,,noun,,?taniwha,,,,[none],,[none],,,
taipo,,noun,3,"weta, sawyer",,,,[none],,[none],,,
taipo,,noun,,"a) evil spirit; devil. b) in weakened use, of a naughty child: `you little taipo'. [probable Maori taipo goblin] Maori <i>taipo</i>, goblin",,,,[none],,[none],,,"HWO notes:8 not in Williams 3rd edn 1871, 4th edn of 1892 (or as taepo); nor in English-Maori of 1871 at goblin, etc; 1892 English-Maori: 269 <i>Goblin</i>, n. <i>tupua;</i> kehua.<i>First appears in 1917 5th edn </i>could <i>taipo</i> have been generated in English hearers by a mishearing of<i> tipua</i>, tupua `goblin, demon' etc - of same meaning."
taipo,,noun,1,"[Ma.] 1. a saddle horse that is recalcitrant or badtempered, from the Maori ''devil.'' 2. an intimidating natural feature such as a river. 3. a native weta found in caves and native bush. 4. a jagged hill of many near to the Wairarapa coast at Te Wharau and near Tinui.",[none],,,Rural,Farm Words,[none],,,
taipo,,noun,4,a train,,,,[none],,[none],,,
taipo,,noun,5,"usually from the primary Maori sense `devil; ghost' figuratively used, or transferred to `a fearsome person or thing' (e.g., a weta); thence in various weakened uses, as a nickname (possibly an `Old Nick' name) mainly for animals, in familiar address to (usually naughty) children pron [|taipou] spg occasionally <i>typo</i>",,,,[none],,[none],,,
taipo,,noun,5,esp. (?West Coast) a name for a (?dangerous) river (see also 1957 citation in 3. below: and get Haast etc. citations),,,,[none],,[none],,,
taipo,,noun,5,"in exasperation, or humorous endearment, applied as an epithet, nickname, term of address, etc. (possibly shift 1 above here)",,,,[none],,[none],,,"ca1935 J. Morison (Havelock)e.g. You little taipo, come here!"
taipo,,noun,5,"a children's nickname, or abusive epithet, for an unattractive Maori",,,,[none],,[none],,,"ca1935 Havelock Mungamunga taipo (or `tarpot'), probably from mangamanga. black. [Note that [wi:rou] also used in a similar context at that time and place: ?Maori <i>whiro</i> 1. evil, bad 2. the proper name of a malevolent atua, personification of evil, and of darkness and of death.]"
taipo,,noun,5,"?from a rough temper, or ? a rough frightening exterior; or merely as a <i>bushman</i>, humorously from <i>taipo</i>, the tree weta. Possibly, however, <i>whero (i) or (ii), but not likely) </i>",,,,[none],,[none],,,
taipo,,noun,6,,,,,[none],,[none],,,ca1956 W.J. Orsman popular New Zealand name for the game of <i>Bagatelle. </i>; a NZ made table game (1930s-40s)using ball bearings and enclosures marked out with steel pins (DEH
taipo,,noun,2,"a geological formation;a sharp-pointed, steep hill; a range of steep, sharply-serrated hills",,,,[none],,[none],,,"Jim Cameron writes: This word is in DNZE but a more recent citation suggests a slightly enlarged meaning of sense 3c. <i>Wairarapa Branch Royal Forest & Bird Protection Society, Newsletter 1995</i> refers to ""taipo cliffs"" and ""former taipo flora and geography"". 1953 R. Mason quotes Map N162 Moore's taipo 412558 N162 Taipo minor Taipo is the name given to a sharply pointed steep hill in the eastern Wairarapa district."
taipo-master,,noun,,,,,,[none],,[none],,,
Tairoa trousers,,noun,,,[none],,,[none],,[none],,,"Probably misspelling of Tairua on the Coromandel. More likely than Taiaroa on the Otago heads or a non-existent Tairoa, especially since it was apparently a prime gold-mining site."
Taitai,,noun,,(pron) early pron. of Taita,[none],,,[none],,[none],,,
taiwharu,,noun,,kokopu,,,,[none],,[none],,,
taiwhenua,,noun,,,Maori,,,[none],,[none],,,"= land, district (P.M. Ryan Dict. Modern Maori (1995) 233)"
Taj Mahal,,noun,,"a men's convenience in Courtenay Place, Wellington, later converted to restaurant and later again to a bar, often abbrev. to TAJ, pron [ta:d3]",[none],,,[none],,[none],,,ca1941 at least [LOST IDENTITY] ?66-67 Never mind that ... it earned the title of the Taj Mahal of Amnesty Cove only from those people who had really [67] been caught short there.
takahe,,noun,,,,,,[none],Farm Words,[none],,,
takahe,,noun,,"also called notornis a rare, flightless, native bird. [Maori takahe[e-macron]]",[none],,,Environment,,[none],,,"[Ma. <b>takah&#275;</b> (<i>Notornis Mantelli</i>), flightless gallinule] cf. P.M. Ryan Dict. Modern Maori (1995) 233."
takahe,,noun,1,[Ma.] a New Zealand-bred cultivar of wheat.,[none],,,Rural,Farm Words,[none],,,
takahe man,,noun,,"?an old-timer, one who prefers the old ways",[none],,,[none],,[none],,,
takahea,,noun,,variant rather than a spg of takahe,[none],,,[none],,[none],,,
takahi,,verb,,,,,,[none],,[none],,,
takahikahi,,noun,,,,,,[none],,[none],,,
takahikaremoana,,noun,,storm petrel,,,,[none],,[none],,,
Takaka marble,,noun,,,[none],,,[none],,[none],,,
takakau,,noun,,flat unleavened bread,,,,[none],,[none],,,
takapu,,noun,,gannet <i>Morus serrator</i>,,,,[none],,[none],,,
Takapuna/Takapuna class,,noun,,"a former (class of) small sailboat, designed in Takapuna; aka Z class, Zeddie",[none],,,[none],,[none],,,
Takapuna oyster soup,,noun,,,[none],,,[none],,[none],,,
Takapuna Russet,,noun,,a variety of apple,[none],,,[none],,[none],,,
Takapuna surprise,,noun,,a steak stuffed with oysters,[none],,,[none],,[none],,,
takaraka,,noun,,hoiho,,,,[none],,[none],,,
takarama,,adjective,,,,,,[none],,[none],,,"may yet prove to be other than NZ lexeme, one further citation found at Australaian web site: ... ash. Joined: Thursday 17 July 2003 Posts: 444 From: Sydney, Posted: 2004-03-07 17:54 call me crazy but i think its takarama to the max...? .ash. ... www.vogue.com.au/forum/viewtopic. php?topic=53633&forum=8&9"
takaruwha,,noun,,a fresh-water fish,,,,[none],,[none],,,
takata pora,,noun,,"a ship person, a Pakeha",[none],,,[none],,[none],,,takata = tangata
takatapui,,noun,,a homosexual,Maori,,,[none],,[none],,,http://www.learningmedia.co.nz/nz/online/ngata/m2edictionary
takatapuitanga,,noun,,matters to do with homosexuality,Maori,,,[none],,[none],,,
takawaru,,noun,,a fish,,,,[none],,[none],,,
take,1,noun,,,[none],,,[none],,[none],,,(muttonbirding)
take (up) the burnt chops,,phrase,,to go mustering.,[none],,,Rural,Farm Words,[none],,,
take a beat,,phrase,1,to have a position in a mustering gang.,[none],,,Rural,Farm Words,[none],,,
take a cut,,phrase,1,[stock management] to move into a mob of stock and take out particular animals.,[none],,,Rural,Farm Words,[none],,,
take a fit,,phrase,,,[none],,,[none],,[none],,,
take a jerry,,phrase,,,,,,[none],,[none],,,
take a powder,,phrase,,to escape,[none],,,[none],,[none],,,
take a pull,,phrase,,to pull oneself together: often in imper. stop!,[none],,,[none],,[none],,,"cf. P: `desist, discontinue': Aust: 20c: In imper. occasionally: Take a pull on oneself!"
take a shingle off,,phrase,,"to become angry or offended; to hit the roof, to blow one's top",[none],,,[none],,[none],,,
take a tumble to,,phrase,,to understand something suddenly,[none],,,[none],,[none],,,"ca1945 Wellington, Victoria University students"
take down,,verb,,to beat (not necessarily by cheating) ; in various uses deriving from an original sense <i>swindle</i>,,,,[none],,[none],,,
take down,,verb,2,to cost,,,,[none],,[none],,,"ca1952 H.S. Gajadhar, Wellington My holiday took me down for twenty pounds."
take down,,verb,3,?take down from where they are hanging,,,,[none],,[none],,,
take,2,noun,,"purpose, cause",Maori,,,[none],,[none],,(two syllables),
take,,noun,1,[land-breaking] the germination and growth of a plant crop.,[none],,,Rural,Farm Words,[none],,,
take it away,,phrase,,to begin,[none],,,[none],,[none],,,
take it on the toe,,phrase,,,[none],,,[none],,[none],,,
take on,,verb,,to engage in a fight; to challenge to a fight,,,,[none],,[none],,,ca 1935
take on the tongs,,phrase,1,to work as a shearer.,[none],,,Rural,Farm Words,[none],,,
take one's coat off,,phrase,,"get serious, get down to hard work",[none],,,[none],,[none],,,
take one's hook,,phrase,,"to leave, get away (from) (cf. sling one's hook)",[none],,,[none],,[none],,,
take one's horse for a gallop,,phrase,,to urinate,[none],,,[none],,[none],,,
take/be put down the track,,phrase,,"be fired, sent down the road",[none],,,[none],,[none],,,
take out the back teeth,,phrase,,to neuter (a cat),[none],,,[none],,[none],,,
take over,,verb,,"to inherit, occupy or buy land from a former owner or occupier.",[none],,,Rural,Farm Words,[none],,,
take the back track/back trail,,phrase,,to retrace one's steps; occas. to retire (from a difficult situation).,[none],,,[none],,[none],,,
take the blanket,,phrase,,"of a Pakeha, to live as a Maori",[none],,,[none],,[none],,,
take the day off to carry bricks,,phrase,,,[none],,,[none],,[none],,,
take the dog collar,,phrase,,"take the prize, the cake",[none],obsolete,,[none],,[none],,,
take the gate,,phrase,1,[stock-drafting] to operate the drafting-gates in a race.,[none],,,Rural,Farm Words,[none],,,
take the iced biscuit,,phrase,,,,,,[none],,[none],,,
take the knock,,phrase,,accept the loss?,[none],,,[none],,[none],,,
take to,,verb,,to attack (esp. with the fists),,,,[none],,[none],,,
take to burnt spurs,,phrase,,to go mustering.,[none],,,Rural,Farm Words,[none],,,
take to one's scrapers,,phrase,,to take to one's heels,[none],,,[none],,[none],,,
take to the boards,,phrase,1,to begin a shearing run.,[none],,,Rural,Farm Words,[none],,,
take to the burnt spur,,phrase,,to go mustering.,[none],,,Rural,Farm Words,[none],,,
take to the road,,phrase,,[itinerant workers] to depart on foot or to shoulder one's swag.,[none],,,Rural,Farm Words,[none],,,
take to the track,,phrase,,,[none],,,[none],,[none],,,
take up,,verb,,"occupy (land, for farming or mining)",[none],,,[none],,[none],,,
take up,,verb,,"to occupy, lease or purchase land for the purpose of farming, usually as the first occupant.",[none],,,Rural,Farm Words,[none],,,
take-out,,noun,,,[none],,,Sport,,[none],,,cf. put-in
takeke,,noun,,"garfish, <i>Reporhamphus ih</i>i or (? earlier) <i>Hemirhamphus intermedius, H.australis </i> half-beak, ihe, piper, taheke",,,,[none],,[none],,,"check that Colenso spg not mistranslit.: misprint or typo]1970 Pictured and named on the definitive issue, of the NZ 7d atamp"
takeke,,noun,2,smelt,,,,[none],,[none],,,
takeketonga,,noun,,,,,,[none],,[none],,,
takeovers panel,,noun,,,[none],,,[none],,[none],,,
taker-up,,noun,1,"one who takes up, purchases or leases land for farming purposes.",[none],,,Rural,Farm Words,[none],,,
takeyahways,,noun,,,[none],,,[none],,[none],,,
taki,,noun,,a ritual challenge,Maori,,,[none],,[none],,,
Takitimu,,adjective,,Geol. classification,[none],,,[none],Geology,[none],,,
Takitimu gecko,,noun,,a rare gecko found from southern Fiordland to the Richardson Mountains; well camouflaged by bright herringbone patterning.,[none],,,Environment,,[none],,,<i>Hoplodactylus cryptozoicus</i>
takiwa,,noun,,territory,Maori,,,[none],,[none],see also taurahere,,
takiwai,,noun,,teardrop greenstone,,,,[none],,[none],tangiwai,,
takoha,,noun,,"tax, contribution",,,,[none],,[none],,,
taku tama,,phrase,,my son,Maori,,,[none],,[none],,,
takuta,,noun,,doctor,Maori,,,[none],,[none],,,
talamea,,noun,,,,,,[none],,[none],taramea,,
talc,,noun,2,greenstone,,,,[none],,[none],,,
talc,,noun,,"greenstone, usu. green talk (1770)",,,,[none],,[none],,,also jasper talc(obs: early use)
talc,,noun,2,greenstone,,,,[none],,[none],,,
talc-stone,,noun,,,,,,[none],,[none],,,
talent quest,,noun,,"a public entertainment/competition with the object of discovering talented amateur singers, musicians, etc.",[none],,,[none],,[none],,,Jim Cameron writes: In use for many years. Neither this compound nor <i>song quest</i> (as in Mobil Song Quest) is recorded in OED or other dictionaries. OED has an entry for <i>talent show</i>.
