Head Word,Date,Source,Author,Vol / Page,Edition,Quote,Notes
rabbit-fencing,"Aug 11, 1883",Hawke's Bay Herald,,3,,"I cannot see on what grounds the sheep-farmers of Hawke's Bay County should be asked to contribute towards fencing-in the Ponrangahau runs unless they are willfully blind to the fact that rabbits exist in many of their own sections, and so rapidly do they increase that it will not be long ere they will want rabbit fencing for themselves.",
rabbit-fencing,"Apr 18, 1907",Wanganui Herald,,2,,It is fondly hoped that the Danyz experiments will prove effective and therefore save the expenditure of much capital in erecting rabbit fencing.,
rabbit-fencing,1889,TrNZI,,1/309,,[nf AND] <i>Ibid.</i> 431 I placed as little reliance on the ferret as I did upon poisoning or rabbit-fencing.,
rabbit-fencing,1894,In the Land of the Tui,WILSON,202,,"There are fifty miles of rabbit-fencing on this property which will, doubtless, in time prove beneficial; ...",
rabbit-fencing,1902,"Settler's Handbook of NZ, The",,216,,"[Rabbit Nuisance Act] Rabbit-proof Fencing. [heading] Rabbit Fences. - In respect of rabbit fencing, the different legal rabbit-proof fences are:- ...",
rabbit-fencing,"Sep 24, 1914",Evening Post,,7,,"In many cases there are wire entanglements and lengths of rabbit fencing, both in the woods and in the open, carefully aligned so that they can be swept by rifle fire and machine guns, which are invisible from our side of the valley.",
rabbit-hole,1936,Passport to Hell,HYDE,119,,"The men crept away into their dug-outs and bled to death. Their mates ... found them stiffened up in the rabbit-holes, ... 122 If you start thinking ..., your being stowed away in a rabbit-hole where the next whirling, twisting fire-cracker coming down ... may be your own packet.",
rabbit-hole,"Mar 23, 1915",Otautau Standard & Wallace County Chronicle,,7,,"He crawled out of his rabbit hole and got up a bit nearer us, and hid behind a 'ummock only a few yards away, waitin' his chance.",
rabbit-line,1958,Farms & Stations of NZ Vol III,TAIT,129,,The rabbit line is a 52-mile fence which took 6 years to complete.,
rabbit-net,"Aug 24, 1893",Otago Witness,,12,,"In the first place, I would rabbit-net all bush reserves where they adjoin cultivated or surface-sown lands ...",
rabbit-net,1981,Early Northern Otago Runs,PINNEY,68,,The old mustering and boundary huts were of stone and the fences were rabbit-netted.,
rabbit-net,1984,"Knapdale Run, The",KERSE,195,,"Farmers within the proposed area who had no rabbit problem naturally objected to paying another rate as did farmers who had cleared their farms of the pest, some even having their boundaries `rabbit-netted'.",
rabbit-netted,"Apr 23, 1917",Poverty Bay Herald,,6,,"At the present time there are large plots of land in the Ida Valley, rabbit netted and irrigated, which in the greenness of their grass stand out as an oasis.",
rabbit-netted,"Apr 24, 1907",Otago Witness,,37,,Improvements comprise about 3 miles fencing; of which one boundary is rabbit-netted; hut and two yards.,
rabbit-netting,"Oct 13, 1890",Wanganui Herald,,3,,"There is a rabbit-proof fence round the inner part of the property, and each section as taken up is also fenced with rabbit-netting 2ft 6in high.",
rabbit-netting,"Nov 28, 1919",Poverty Bay Herald,,5,,Rabbit netting advanced 10 per cent.,
rabbit-netting,"Dec 9, 1909",Evening Post,,9,,Permission was granted Mr. A. Falls to enclose with rabbit-netting a piece of council land leased by him in Clark-street.,
rabbit-netting,"Oct 7, 1882",Otago Witness,,18,,"-""Inquirer,"" Waitepeka, can get rabbit-netting at Le Keong's, George street, for a shilling a yard.",
rabbit-netting,"Jun 2, 1860",Otago Witness,,4,,"Thrashing Machines on various principles .. fiend, carriage, and entrance gates, rabbit netting &c.",
rabbit-netting,"Jul 3, 1922",Otautau Standard & Wallace County Chronicle,,2,,"Clearing Sale .. Sheep Netting, Cyclone Netting, Rabbit Netting, Sundries, etc.",
rabbit-netting,"Aug 26, 1879",Southland Times,,4,,"10,000 YARDS Galvanized Rabbit Netting",
rabbit-proof,"Nov 22, 1867",North Otago Times,,3,,WIRE FENCING. THE UNDERSIGNED HAS ON SALE AND TO ARRIVE:- .. Rabbit-proof 15 7/8 [imperial measurement] do.,
rabbit-proof,"Nov 3, 1898",Evening Post,,2,,The Rabbit-proof Wire-netting Fences Bill and the Land Drainage Amendment Bill were read a third time and passed.,
rabbit-proof,"Jul 24, 1880",Otago Witness,,6,,"Then, as time wore on, the rabbiters might acquire the freehold of moderate areas for their homesteads, and, availing themselves of the latest and cheapest forms of wirework, fence in portions of their holdings as their means allowed - 'rabbit-proof.'",
rabbit-proof,"May 17, 1879",Otago Witness,,4,,"There are 21 miles of post and wire fencing, and on the side towards the hills there are eight miles of rabbit-proof wire netting.",
rabbit-proof,1879,AJHR,,C-1,,Seventy-five acres [in Otago] ... have been fenced with rabbit-proof netting.,Lands and Survey Report
rabbit-proof,1889,TrNZI,,21/429,,"With regard to rabbit-proof fencing, I always thought it a [430] weak thing, and I would have nothing to do with it.",
rabbit-proof,1902,"Settler's Handbook of NZ, The",,163,,"Swing Gates. - Swing gates or rabbit-proof gates can be put up across roads and bridges with the consent of the local authority; they can remain only during that authority's pleasure. They must be properly hung, and provided with an efficient fastening capable of being opened by a person on horseback.",
rabbit-proof,1912,"Sheepowner's Handbook, The",,57,,Second Quality Rabbit-Proof Wire Netting,
rabbit-proof,1922,Sheep Farming in NZ,PERRY,15,,"No hard and fast rules can be laid down as to the class of fence to erect, as so much depends on the purpose ... e.g., whether boundary, rabbit proof, etc., ...",
rabbit-proof,1938,NZ Journal of Science & Technology,,20/229A,,"[caption] Rabbit-proof enclosure, same species within and without ...",
rabbit-proof,1981,Early Northern Otago Runs,PINNEY,29,,Rabbit-proof nettting was mentioned in Middleton's [c1880s] reports only when an enclosure of one acre was planned to lure rabbits on to a crop.,
rabbit-proof fence,"Jun 12, 1880",Otago Witness,,13,,"This portion comprises what is known as Peninsula Hill, which could be easily protected by a rabbit-proof fence ...",
rabbit-proof fence,"Dec 8, 1876",Southland Times,,2,,"Mr Harvey appeared on behalf of Captain Raymond to ask for a variation in the boundary line of his run, No. 154, Taringatura district, as he wanted to put up a rabbit proof fence in a straight line at a particular part of his run.",
rabbit-proof fence,"Sep 1, 1914",Otautau Standard & Wallace County Chronicle,,5,,Mr McClure's fine farm of a thousand acres presents an object lesson in the efficacy of rabbit proof fences as a remedy for the rabbit plague.,
rabbit-proof fence,1902,"Settler's Handbook of NZ, The",,161,,(2.) Sufficient Rabbit-proof Fence.,1895 Fencing Act in 1902 Settler's Handbook of NZ 161
rabbit-proof fence,1902,"Settler's Handbook of NZ, The",,71,,"Valuation for improvements at the end of a lease is not to exceed three times the annual rent, or five times when the rent is under [pounds]50. Rabbit-proof fences are extra.",
rabbit-proof fence,"Jan 15, 1912",NZ Journal of Agriculture,,475,,... but when the [pounds]100 spent in repairing and renewing rabbit-proof fences is considered as improvements to the property the total account should only be debited with [pounds]241 ...,
