Head Word,Date,Source,Author,Vol / Page,Edition,Quote,Notes
ignimbrite,Oct 1951,NZ Geographer,,7(2):77,,InN.Z.itwashe(PatrickMarshall)whoproposedthename`ignimbrite'fortherhyoliticweldedtuffssocharacteristicoftheVolcanicPlateau.,
ignoral,Jun 2005,Auckland University News,,21,,"""Dennisdidnotseethesignificanceofhiscrucialerror,whichwastheignoralofaprocessofgenuineinformedconsent.""",Obit for Dennis Bonham by Emeritus Prof Sir John Scott.
ignorant as Paddy's pig,1974,"Loner, The",AGNEW,185,,There'sonewhoremindsmeofCrawfordfromtheDunedingaol-asignorantasPaddy'spig.,
ignore,1989,Hot October,EDMONDS,195,,"Theythinkofmeasjustslightlyabovethesixthformers,aresidentadolescentforwhomthebesttreatmentisignore.",Letter of 1944
IH,"Jul 7, 1987",Radio NZ / National Radio,,,,Everychildwilllearntoreadunlessthey'reIHorotherwise.,broadcast from Parliament 9.30 p.m.
IH Society,"Sep 19, 1987",Listener (New Zealand Listener),,11,,"Whilethereareonlyabout11,000intellectuallyhandicappedpeopleinNewZealand,suchamovewouldhaveimplicationsfortheentirecaredeliverysysteminthiscountry...Inits35yearsofexistencetheIHSocietyhasbuiltuponeofthelargestindependentwelfareagenciesinthesouthernhemisphere.",
IHC,1982,Collins Concise English Dictionary,,557,,IHCN.Z.abbrev.forintellectuallyhandicappedchild.,1986 NZPOD 372; 1985 Collins NZ Compact Dict. 244
IHC,2006,Pictures by Goya,O'Sullivan,13,,"Shetookmealstotheelderlytwodaysaweek,anddidvoluntaryworkforAmnestyandIHC.",
ihe,1959,Early Travellers,TAYLOR,55,,"Here[nearBayofIslands,thenatives]callthem[sc.garfish]Takeke;butamongthesoutherntribes,Ihe.nowrarehoney-eaterisseldommetwith.",1848 Colenso Excurs. Nthn Island in 1959 Taylor Early Travs
ihe,1855,Te Ika a Maui,TAYLOR,626,,"Fam.<i>EsocidaeHemiramphusmarginatus</i>,guard-fish,<i>heihe</i>,remarkablefromitshavingaprojectionofthelowerjawonefifthofitsentirelength,whichisfromeighttoteninches...",
ihe,1982,Collins Guide,AYLING,171,1984,"PIPER(Garfish,ihi)<i>Hyporhamphusihi</i>...Thepiperisanelongatefishwithalongbeak-likelowerjaw.",
ihi,1983,Whina,KING,14,,"Already,ateighteen,shewassaidtohaveihi-thatqualityofauthoritywhichinspiresawe,andwhichmadeherheirapparenttoherfather.",
ika,Mar 1770,Journal,BANKS,2/35-36,1962,NorthernSouthernOtahiteaWomanWahineWahineWahineComehereHoromaiHoromaiHarromaiFishHeicaHeicaEycaalobsterKoouraKoouraToouraSweetpotatoesCumalaCumalaCumala,
ika,1770,Journal,PARKINSON,126,,"AVocabularyoftheLanguageofNewZealand.[...]Egooree,<i>Adog.</i>Teyka,<i>Fish</i>.Hewhai[a-grave],<i>Askate</i>.Eraperape,<i>AfishcalledChimaera</i>.Hepaooa,<i>Ear-shells</i>.Hekohooa[a-grave],<i>Smallear-shells</i>.[...]Heanoohe[e1-grave],<i>Fernroot.</i>[...]Hewai,<i>Water</i>.[...]Tochee,<i>Ahatchet,oradze</i>.Hecacahoo,<i>Agarment</i>.Opoonamoo,<i>Agreenear-ring</i>.Potai,<i>Afeatherornamentontheirhead</i>.Emaho,Tataow.Hewaca,<i>Acanoe</i>.[...]Orero,<i>Tospeak,oraspeech</i>.[...]
Ekeeno[e2-grave],<i>Bad.</i>",
ika,1778,Observations Made During a Voyage,FORSTER,284,,AComparativeTableoftheVariousLanguagesintheIslesoftheSouth-Sea...[English]AFish...[New-Zeeland]Eeka[e2-grave],
ika,1807,New Zealand (various authors/titles),SAVAGE,77,,Eka..Fish.,
ika,1817,New Zealand (various authors/titles),NICHOLAS,2/330,,FishHeeka,(English-NZ Vocabulary)
ika,1820,Grammar & Vocabulary of the Language of NZ,LEE & KENDALL,138,,"I'ka,s.Fish;",
ika,1835,Journal,BOULTBEE,111,1986,fish-e'ka[ika],c1826-1827 list of Maori words
ika,1949,"Coming of the Maori, The",BUCK,355,,,
ikey,1897,"How I Stole 10,000 Sheep",,33,,Jimnowhitonarather`Iky'waytodotheridetoWellington.,
ikey,1971,Ten Thousand Dogs,NEWTON,,,"However,thehonourofsittingupinthebackseatofthe`taxi'musthavemadeJoe'sdogabitikeybecausehepromptlytookchargeandmadeamessofhisrun.",
iki,1998,On the Next Tide,HARGREAVES,84,,"Assoonasthefishcomeupweiki(orkill)thembystabbingwithasharppointintothebrain.Thatway,fishsuchassnappermaintaintheirbeautifulrichcolour...Italsomakesthetextureofthefishremainfirmtomakeitsuitableforsashimi(rawfish)inJapan.",
iki spiking,Feb 1999,North & South,,37,,"[Thetuna]isgaffedthroughthegillplates,heftedonboardandplacedonthecarpetedworkareawhereitiskilledbyikispikingthroughthebrainwithapointed8-incht-bar.",
iki-kill,"Jul 8, 2005",NZ Herald,,"Super Sport, D19",,"Theiki-killmethodbecamepopularwhenJapanesebuyersbeganinsistingonitinthelate70s,thetheorybeingthatthefishdieinstantlyanddonotspreadadrenalineandotherenzymesthroughtheflesh.",
iki-kill,"Jul 8, 2005",NZ Herald,,"Super Sport, D19",,"Butitwasagoodlearningexperienceforlate-nightdiscusionwhereopinionsoneverythingfromthepro'sandconsofiki-killingfishtosnappersecrets,secretspotsandbestbaitswerechewedoveratlength.",
iki-spike,Aug 1986,Metro,,148,,"Thefish[snapper]caughtonthelonglinearenormallystillalivewhenlanded.Nowadaystheseareusuallyiki-spiked,aprocessofspikingthefishthroughthebraintokillitinstantly.Theiki-spikingsplaysthefins,accentuatesthereddishcolourandtheindividualbluespots,and,mostimportantofall,delaystheonsetofrigorandsomakesthefleshfirmer.Unfortunately,mostofthissnappergoestothelucrativeJapanesemarket.",
Ilam Hardy,"Jan 29, 2004",Dominion Post,,D5,,"Ilamhardypotatoeshavefilledthegap,butmyfavourite,agria,arereadytoenjoynow.Anothergoodall-rounderisfianna.",
ill-thrift,"Dec 27, 1986",Listener (New Zealand Listener),,107,,"Whenthefarm-adviserwascalledinhedescribedtheirconditionas""ill-thrift.""Thrift""(meaning[""theconditionofthriving,,prosperousgrowing""])seemstohavediedoutinEnglandbutitisaliveandwellinTaranaki.",
ill-thrift,1951,Grasslands of NZ,LEVY,336,1970,"TheSouthIslandinanoccasional`NorthIsland'seasonstillsuffersfromrank,foggyfeed,andinsuchseasonhoggetill-thriftisrampant.",
ill-thrift,"May 28, 1959",NZ Farmer,,22,,Wehaveallheardalotaboutwhitemuscleandillthriftduringthepastfewyears.,
ill-thrift,1966,Sheep Farming for Profit,DU FAUR,127,,Ill-thriftcanalsobelargelyavoidedbygrazingthelambsonmaturecrops...,
ill-thrift,1966,Sheep Farming for Profit,DU FAUR,133,,Deficienciesofcertaintraceelementsinthesoilwillresultinill-thriftinlambsandhoggets.,
ill-thrift,1975,Sixty Thousand on the Hoof,NEWTON,86,,Itwasaboutthistimethatillthriftwasstartingtoplaysuchhavocinourflocks...,
ill-thrift,1997,Come Be a Pioneer,HINDMARSH,71,,Stockingwasmaintainedatlowratesinanattempttoavoidillthift.,
ill-thrift,1999,Some Buggers I've Seen,WATERSON,15,,Keepingtwogirlsatboardingschoolandallthewhileillthriftinthestockeatingawayatthefarmprofits.[ill-thrift;illthrift],
ill-thrifty,Jan 1965,NZ Journal of Agriculture,,61,,Anotherpossibilityisthateventhesmallesthighcountrysheeparenotill-thrifty...,
illegal tegel,1989,"Dinkum Kiwi Dictionary, The",McGILL,50,,"illegaltegel:anygamebirdoutofseasonoranybirdyoushouldnotbeeating,orevencatching,suchasawoodpigeonorkeruru,aweka,amuttonbird;afterapopularbrandoffrozenchook.",
illegal tegel,2003,"Man of the People, A",Geary,103,,"Iwassixteenwhenwemet.HejokedthatthiswasgoodbecauseIwasn'tillegalTegelanymore,whichisgross...",transferred/figurative use (underage)
